,CASH_C_EQUIV,NOTES_RECEIV,AR,PREPAYMENT,OTH_RECEIV,INVENTORIES,OTH_CA,T_CA,AVAIL_FOR_SALE_FA,LT_EQUITY_INVEST,INVEST_REAL_ESTATE,FIXED_ASSETS,CIP,INTAN_ASSETS,LT_AMOR_EXP,DEFER_TAX_ASSETS,OTH_NCA,T_NCA,T_ASSETS,ST_BORR,AP,ADVANCE_RECEIPTS,PAYROLL_PAYABLE,TAXES_PAYABLE,INT_PAYABLE,OTH_PAYABLE,NCL_WITHIN_1Y,T_CL,LT_BORR,LT_PAYABLE,DEFER_REVENUE,DEFER_TAX_LIAB,T_NCL,T_LIAB,PAID_IN_CAPITAL,CAPITAL_RESER,SURPLUS_RESER,RETAINED_EARNINGS,T_EQUITY_ATTR_P,MINORITY_INT,T_SH_EQUITY,T_LIAB_EQUITY,OTH_COMPRE_INCOME,C_PAID_OTH_FINAN_A,N_CF_FR_INVEST_A,C_FR_BORR,N_CF_OPERATE_A,C_FR_CAP_CONTR,C_PAID_INVEST,C_INF_FR_INVEST_A,C_PAID_G_S,C_PAID_FOR_OTH_OP_A,PROC_SELL_INVEST,C_FR_SALE_G_S,REFUND_OF_TAX,C_INF_FR_OPERATE_A,GAIN_INVEST,N_CHANGE_IN_CASH,FOREX_EFFECTS,C_PAID_FOR_TAXES,C_PAID_DIV_PROF_INT,C_FR_OTH_INVEST_A,C_OUTF_OPERATE_A,C_FR_OTH_OPERATE_A,C_OUTF_FR_INVEST_A,C_PAID_FOR_DEBTS,DISP_FIX_ASSETS_OTH,N_CF_FR_FINAN_A,N_CE_BEG_BAL,N_CE_END_BAL,DIV_PROF_SUBS_MINO_S,PUR_FIX_ASSETS_OTH,C_INF_FR_FINAN_A,C_PAID_TO_FOR_EMPL,C_OUTF_FR_FINAN_A,ADMIN_EXP,DILUTED_EPS,A_J_INVEST_INCOME,REVENUE,T_REVENUE,T_PROFIT,BASIC_EPS,OPERATE_PROFIT,ASSETS_IMPAIR_LOSS,COMPR_INC_ATTR_P,OTH_COMPR_INCOME,T_COMPR_INCOME,N_INCOME_ATTR_P,INVEST_INCOME,FINAN_EXP,SELL_EXP,COGS,N_INCOME,BIZ_TAX_SURCHG,NOPERATE_EXP,GOING_CONCERN_NI,COMPR_INC_ATTR_M_S,INCOME_TAX,NOPERATE_INCOME,MINORITY_GAIN,T_COGS,FLAG,AP_TC,OR_TC,IN_TC,NI_NI
64,798932699.5,816156872.7,604982318.3,2208420.0,48703252.97,121422167.5,9766.628999999997,2392405731.0,30000000.0,273174744.0,391635422.6793563,9255222492.0,2666294012.0,1037795325.0,56608.181299999946,22782177.33,54639186.0,13496103270.0,15888509001.0,1236670000.0,108529866.8,58146808.55,88541596.4,63738480.85,25666666.67,528652297.9,446893333.3,2826839051.0,1981517780.0,119583334.0,60000000.0,286802307.48810524,2656566304.0,5483405355.0,3075653888.0,2955824159.0,424187369.4,2973010473.0,9470308879.0,934794766.7,10405103646.0,15888509001.0,-113128594.86461018,20917014.01,-726206402.0,2876670000.0,882419723.8,684208319.446797,19000000.0,106550526.1,2049443787.0,1151838026.0,1155219897.1068132,4058202599.0,83025314.6461134,5095732836.0,46397000.0,-90405027.1,3023897.838417908,337965029.2,220645582.7,60000000.0,4213313112.0,1037530237.0,832756928.1,3151725752.0,153526.09,-246618348.9,868420712.6,778015685.5,6838000.0,957577055.5,3146670000.0,674066270.0,3393288349.0,128404269.9,0.261,127451105.7,4965500568.0,4965500568.0,1023429870.0,0.261,1021350845.0,-3170708.15,801910146.8,42120697.60734219,832650250.5,801910146.8,127451105.7,252659435.6,142225.0936,3577409182.0,832650250.5,116298649.5,481095.39,1191979674.9483337,30740103.71,190779619.9,2560120.75,30740103.71,4071600829.0,0.0,0.04536432319723447,0.020357438681457497,0.05075316695937141,0.0030746652012206416
65,1099972972.0,478404.0,7264307.0,155874773.0,2815676113.0,9377070239.0,12115652.0,13468452460.0,584090143.5496786,591542522.0,32124398.0,9169532733.0,3378655667.0,11033856454.0,2727494.0,108248408.0,265692129.81343752,25598226637.0,39066679097.0,2230000000.0,1054745531.0,411155561.0,6853045.0,509950922.0,53131047.0,1843951989.0,743444347.0,6857232442.0,7088090834.0,2534135253.0,172226847.297541,54484226.0,11454904834.0,18312137276.0,4811165857.0,4892651115.0,1711046622.0,7918797445.0,19333661039.0,1420880782.0,20754541821.0,39066679097.0,-113128594.86461018,492424719.0,-903453552.0,4263142808.0,1832487105.0,92900000.0,1183468736.9386246,692016014.0,3105633182.0,115486855.0,143230000.0,6174308746.0,83025314.6461134,6688540445.0,3501646.0,133613287.0,3023897.838417908,1032996529.0,1308820491.0,545200000.0,4856053340.0,514231699.0,1595469566.0,3750217864.0,84368.0,-795420266.0,966359685.0,1099972972.0,98335424.76544777,429476281.0,4756042808.0,601936774.0,5551463074.0,361942473.0,0.483,8655744.0,5831463236.0,5831463236.0,3053160460.0,0.483,2993754244.0,6000000.0,2322147724.0,42120697.60734219,2239800914.0,2322147724.0,135995077.0,373320478.0,34431748.0,1960973638.0,2239800914.0,237035732.0,1836006.0,1191979674.9483337,-82346810.0,813359546.0,61242222.0,-82346810.0,2973704069.0,0.0,0.07831230307509286,0.20905713714046106,0.6962247716914018,0.027342707834969657
66,949178490.9,15771654.22,337400146.9,3615721.66,39221616.91,2148335.53,38796.469999999994,1352715920.0,3624915.45,752014615.6,155911888.5,9184397443.0,20905360.33,281478439.8,738140.01,139204860.2,265692129.81343752,10538283785.0,11890999705.0,1905566977.2046053,51459312.47,5024809.88,108073678.7,83560059.78,15894795.55,1441648479.0,1783420595.2342982,1705861136.0,4997408116.485268,2651549632.0656285,7850592.18,286802307.48810524,2461084974.0,4166946110.0,1691786493.0,906298739.4,683226912.4,4001150894.0,7703764372.0,20289223.29,7724053595.0,11890999705.0,13546875.0,528846302.9779888,-853563312.3,14002909.818300001,927390383.6,684208319.446797,15300000.0,70054244.67,735639352.2,101147668.1,62234230.67,2551808396.0,3376165.23,2753514694.0,7500000.0,-246823078.1,4696.91,305398200.8,113014846.2,1338515176.6297114,1826124310.0,198330133.0,923617557.0,207640000.0,320014.0,-320654846.2,708235799.6,461412721.5,66989420.06,908317557.0,925777.6010999999,683939089.3,320654846.2,83795364.98,0.25,-35667341.18,2546432154.0,2546432154.0,688690935.7,0.2958,686728751.8,3761235.29,513602691.0,13710000.0,520483632.3,500055816.0,-32013572.36,11094663.21,4747104.15,1677531185.0,506773632.3,46760276.75,8574939.26,1191979674.9483337,6880941.32,181917303.3,10537123.14,6717816.32,1827689830.0,0.0,0.038041477674041126,0.028994718203656535,0.0015881645940856524,0.020792563914932005
67,424915752.4,174379231.89618114,6731245.84,32517475.36,3330659.24,22511788.86,194037.11,490200958.9,15222200.0,2512276212.4677515,41647812.02,170483069.8,2289315.86,276935605.5,2031532.94,4579284.2,14877986.32,528393691.5,1018594650.0,200000000.0,542423.94,15202971.24,6316328.0,6075977.35,28307.60899999999,9724914.51,154502611.7,393227615.1,4997408116.485268,2651549632.0656285,3649072.29,286802307.48810524,3649072.29,396876687.4,118160000.0,10535670.815299999,51202198.58,452355764.4,621717963.0,345976.3677000001,621717963.0,1018594650.0,-113128594.86461018,792624.74,-9888960.35,300000000.0,108932113.6,684208319.446797,1183468736.9386246,760462.92,486407955.4,10163395.61,1155219897.1068132,701082851.0,83025314.6461134,704931304.3,756000.0,68715689.82,3023897.838417908,66116414.08,22540387.56,1338515176.6297114,595999190.7,3848453.28,10649423.27,306994451.1,4462.92,-30327463.44,355200062.6,423915752.4,98335424.76544777,10649423.27,300000000.0,33311425.59,330327463.4,30985734.44,0.99,229599332.40999988,616606499.8,616606499.8,137369505.7,0.99,126456816.2,506022.59,117080830.7,42120697.60734219,117080830.7,117080830.7,756000.0,22076543.42,1394648.92,432006066.0,117080830.7,3936668.26,1498086.76,1191979674.9483337,7004.824299999998,20288675.07,12410776.31,3465.890199999999,490905683.6,0.0,0.001106533820776661,0.006794477202725032,0.045923592051953455,0.10600177873524431
68,2247453000.0,1159593000.0,1255110000.0,320786000.0,285340000.0,147433000.0,833682000.0,6316090000.0,290424000.0,6932802000.0,355127000.0,18965760000.0,3089543000.0,4291559000.0,5702000.0,1029688000.0,265692129.81343752,35307312000.0,41623402000.0,848751000.0,698861000.0,224200000.0,55070000.0,197357000.0,91255000.0,1046098000.0,519800000.0,5602113000.0,3379482000.0,2651549632.0656285,17780000.0,218223000.0,5615485000.0,11217598000.0,12800000000.0,7855585000.0,1095802000.0,6938309000.0,28771210000.0,1634594000.0,30405804000.0,41623402000.0,-5789000.0,61477000.0,-2313334000.0,2244567000.0,3325869000.0,143663000.0,963949000.0,803550000.0,6069870000.0,95833000.0,15661000.0,10888394000.0,83025314.6461134,12512139000.0,481695000.0,-225067000.0,-4552000.0,1076661000.0,1555919000.0,1638000.0,9186270000.0,227482000.0,3116884000.0,3006945000.0,26400000.0,-1233050000.0,1648403000.0,1423336000.0,94926000.0,2017983000.0,3391291000.0,1304676000.0,4624341000.0,1004291000.0,0.22,656583000.0,11395536000.0,11395536000.0,3665430000.0,0.22,3602918000.0,18103000.0,2814064000.0,-25756000.0,2965140000.0,2839820000.0,809746000.0,196786000.0,758000.0,7306507000.0,2990896000.0,75919000.0,35304000.0,1191979674.9483337,151076000.0,674534000.0,97816000.0,151076000.0,8602364000.0,0.0,0.11064772667900552,0.04517668367613508,0.023342447621867327,0.03270458083463952
69,871750496.3,174379231.89618114,8652.49,97906.16009999992,11511180.78,342721314.7,58036.170099999996,1255336579.0,790784754.8,1077713341.0,391635422.6793563,354179418.5,224149.17610000007,42409608.58,645372.48,4113304.21,12908968.44,5096215937.0,6351552516.0,1905566977.2046053,61118689.43,32408333.33,10837497.96,19877436.65,25735646.99,5149707.73,262307500.0,417434812.1,2636715000.0,2651549632.0656285,172226847.297541,123378655.2,3208989840.0,3626424653.0,907742000.0,54290513.4,268192829.0,1037436055.0,2725127864.0,-121010.3279000001,2725127864.0,6351552516.0,457466466.3,1264974.14,271181456.6,100000000.0,254273694.9,684208319.446797,6916914537.0,7190919988.0,71290373.32,118207327.9,6617793737.0,470265718.7,83025314.6461134,500801834.2,190996998.7,574352024.1,3023897.838417908,32006845.96,255580653.3,1338515176.6297114,246528139.3,30536115.48,6919738531.0,242907500.0,5440.0,48896872.6,297398472.2,871750496.3,98335424.76544777,2823994.81,548650000.0,25023592.16,499753127.4,15071326.3,0.3024,141182857.0,334697249.6,334697249.6,302121181.6,0.3024,298852651.5,-2677488.64,731928867.3,457466466.3,731928867.3,274462401.0,228762608.0,196148998.2,141899.95980000004,36269352.4,274462401.0,18895204.73,22316.25,1191979674.9483337,-938.5630000000024,27658780.59,3290846.3,13209.936800000007,263707393.0,0.0,0.048687093527288984,0.009169796349891911,0.2730114938361881,0.01199015343453182
70,8785439966.0,11097357.0,2080795737.0,250517752.0,420614672.0,1786848822.0,17590.357099999997,14594246972.0,65158697.0,16606938475.0,391635422.6793563,64078559186.0,2989370072.0,4246232249.0,59987636.0,1314823158.0,265692129.81343752,89361069473.0,104000000000.0,1905566977.2046053,3554961816.0,844970022.0,432745632.0,2084350143.0,38328767.0,5194734590.0,7493567325.0,19649079973.0,685845000.0,2651549632.0656285,172226847.297541,286802307.48810524,7038043481.0,26687123454.0,14866791491.0,24888308681.0,7670652161.0,29647600735.0,77073353068.0,194839923.0,77268192991.0,104000000000.0,-113128594.86461018,364621011.0,-3497751337.0,685845000.0,14759830013.0,300000.0,245000000.0,1485294354.0,11707162459.0,779614443.0,1155219897.1068132,43676367197.0,83025314.6461134,43793055439.0,1287390483.0,947728543.0,3023897.838417908,4928584039.0,6635874122.0,167165093.0,29033225426.0,116688242.0,4983045691.0,4000000000.0,19056911.0,-10314350133.0,7837396755.0,8785125298.0,98335424.76544777,4738045691.0,686145000.0,11617864485.0,11000495133.0,3152158506.0,0.85,2671190420.0,51342739663.0,51342739663.0,16070776807.0,0.85,16194344916.0,-246823.0,12691540154.0,42120697.60734219,12695005515.0,12691540154.0,2692992920.0,663925381.0,188873682.0,32306787587.0,12695005515.0,1529889334.0,139449321.0,1191979674.9483337,3465361.0,3375771292.0,15881212.0,3465361.0,37841387667.0,0.0,0.2435865189084728,0.028820580658048083,0.12243515033205785,0.0012509811028624826
71,1475712182.0,71406513.0,140299466.9,278389276.0,445125159.1,348788279.4,153412063.6,2913132940.0,222740000.0,126765240.3,391635422.6793563,7618509114.0,1036311884.0,853940425.5,59933.77189999995,69157066.64,265692129.81343752,9927423731.0,12840556670.0,820000000.0,1381809953.0,388801789.3,76764715.39,173696055.3,5923829.8,91960244.22,181600000.0,3271373559.0,2349810000.0,2651549632.0656285,80585108.3,286802307.48810524,2530257285.0,5801630843.0,2030351504.0,1479778639.0,299336383.4,2155020663.0,5997216651.0,1041709176.0,7038925827.0,12840556670.0,-113128594.86461018,528846302.9779888,-1108944245.0,1156950000.0,1018784894.0,35616000.0,96097024.0,31631255.46,2789183857.0,2885225738.0,1155219897.1068132,4791878556.0,83025314.6461134,7426784340.0,30638582.98,50754609.84,-86651.7,286381855.9,318565387.3,1338515176.6297114,6407999446.0,2634905784.0,1140575501.0,733000000.0,992672.48,141000612.7,1424957572.0,1475712182.0,17240000.0,1004365913.0,1192566000.0,447207994.2,1051565387.0,339621086.8,0.44,4476742.32,4549915315.0,4549915315.0,1258948315.0,0.44,1247592283.0,19788781.17,887576216.2,42120697.60734219,1021996868.0,887576216.2,59074038.53,187658943.6,7988981.85,2715074805.0,1021996868.0,91264472.36,2397122.38,1191979674.9483337,134420652.3,236951446.4,13753154.59,134420652.3,3361397071.0,0.0,0.47433810315570424,0.15279946650838394,0.11972961295751919,0.013457139665128601
72,1740129337.0,4000000.0,578314837.8,14263174.66,81785127.4,52728719.52,3550293.63,2475283957.0,114754224.8,88396907.71,391635422.6793563,7157583149.0,9585270.0,20286926.34,4840609.09,79008700.33,265692129.81343752,7474455787.0,9949739744.0,1905566977.2046053,98905573.69,89540232.61,209102433.0,278004851.1,17331.249300000003,1025022822.0,1783420595.2342982,1729594471.0,4997408116.485268,2651549632.0656285,184190762.6,9569388.53,193760151.1,1923354622.0,1150000000.0,3186058606.0,575000000.0,2788346292.0,7728113063.0,298272058.2,8026385122.0,9949739744.0,28708165.59,10931528.67,-94067527.5,13958617.140900005,1965968927.0,684208319.446797,17500000.0,13109965.42,1241180396.0,177847544.7,1155219897.1068132,5450411411.0,83025314.6461134,5507712759.0,2552000.0,557939907.6,72724.75,540998105.7,421102688.2,10000000.0,3541743832.0,57301347.82,107177492.9,882000000.0,557965.42,-1314034217.0,1149290629.0,1707230537.0,11675738.26,89677492.92,1158960.8759000003,1581717785.0,1314034217.0,436353452.3,0.78,-503092.29,5141313419.0,5141313419.0,1289499171.0,0.78,1315394282.0,-4057640.07,881515781.3,-13441834.41,937102199.6,894957615.7,2048907.71,3220530.02,83407246.45,3261251903.0,950544034.0,47792552.58,66261684.81,1191979674.9483337,55586418.31,338955137.1,40366573.49,55586418.31,3827968045.0,0.0,0.03995726365466037,0.03304070515575196,0.0213020891485542,0.042466810632783375
73,50506188.0,11368063.0,14994270.0,644108.0,877019.0,2034198.0,1762202.0,82186048.0,12743560.0,569864646.0,391635422.6793563,380766745.0,1944609.0,2222342.0,32484.92419999999,1947845.0,265692129.81343752,969489747.0,1051675795.0,1905566977.2046053,13547764.0,259534.0,11981859.0,1464442.0,10278925.0,20244206.0,1783420595.2342982,73276730.0,4997408116.485268,2651549632.0656285,96425690.0,286802307.48810524,336992665.0,410269395.0,245872000.0,193733881.0,50202666.0,129851902.0,619660449.0,21745951.0,641406400.0,1051675795.0,-113128594.86461018,4689124.0,-13993664.0,192000000.0,29714276.0,684208319.446797,9882900.0,10131454.0,18872852.0,16603159.0,1155219897.1068132,152882531.0,1505156.0,157616394.0,10000000.0,-11213229.0,3023897.838417908,19455532.0,18244717.0,1338515176.6297114,127902118.0,3228707.0,24125118.0,441000000.0,131454.0,-26933841.0,61719417.0,50506188.0,98335424.76544777,14242218.0,437000000.0,72970575.0,463933841.0,39383685.0,0.0641,11987985.0,169362454.0,169362454.0,18866125.0,0.0641,10547755.0,2763322.0,15768715.0,42120697.60734219,16058507.0,15768715.0,11987985.0,16650130.0,161716.21620000002,111068828.0,16058507.0,936719.0,203008.0,1191979674.9483337,289792.0,2807618.0,8521378.0,289792.0,170802684.0,0.0,0.1648426263299581,0.010671142138383391,0.024751135375191663,0.5306457194308288
74,97846848.75,48330938.94,373224570.6,86356061.17,30641377.8,215733821.8,52201080.64,906578270.1,584090143.5496786,14112479.86,31315549.73,356834923.8,51522477.99,77372150.27,482671.16,3088831.41,3176909.91,1046660555.0,1953238825.0,684238925.7,37660253.6,21366006.92,9807034.58,16683979.76,2375525.95,20729794.34,1783420595.2342982,822865378.0,4997408116.485268,2651549632.0656285,172226847.297541,286802307.48810524,67145783.33,890011161.3,364800000.0,1300741.23,43434622.15,342448567.0,756718876.4,306508787.6,1063227664.0,1953238825.0,-13189.72,528846302.9779888,-101747340.1,1096543499.0,112224488.0,684208319.446797,30000000.0,70973856.01,1077554062.0,54330945.18,19600000.0,1251404321.0,24244027.27,1370634046.0,1241300.0,-3216916.96,-469538.3,56535171.65,78536125.66,50000000.0,1258409558.0,3574347.97,172721196.1,1037281900.0,132556.01,-13224526.53,65276555.71,62059638.75,40889179.23,142721196.1,1102593499.0,46011324.99,1115818026.0,36397159.95,0.2553,-3812705.79,1398527752.0,1494771346.0,182014769.1,0.2553,176976364.7,3182811.5,93140939.01,42120697.60734219,144128008.6,93140939.01,-2571405.79,26032368.96,27555363.82,1205959341.0,144128008.6,4882986.01,264551.15,1191979674.9483337,50987069.57,37886760.54,5302955.62,50987069.57,1315223575.0,0.0,0.041541094511173195,0.033798932547346526,0.23796491589877122,0.036793373276372325
75,657031583.9,174379231.89618114,46551214.72,5062443.53,3994182.48,13062988.25,68598.00979999997,725702412.9,36008500.0,2512276212.4677515,898902.69,487302988.4,669017895.0,342365.18,117806.75,2416295.55,265692129.81343752,1200022362.0,1925724775.0,1905566977.2046053,7074328.28,5321665.0,7289324.15,-1637022.94,28211.00379999999,1726283.75,1783420595.2342982,19774578.24,4997408116.485268,2651549632.0656285,172226847.297541,286802307.48810524,0.0,19774578.24,425880000.0,1015851737.0,118080688.3,331622359.4,1892917218.0,13032978.33,1905950197.0,1925724775.0,-113128594.86461018,528846302.9779888,-564860651.0,11581792.4688,118917358.5,684208319.446797,1183468736.9386246,2252812.0,252268316.6,33158283.36,1155219897.1068132,577146524.6,180668.95,651357671.6,63137.09839999996,-509825292.6,3023897.838417908,67671442.86,63882000.0,1338515176.6297114,532440313.2,74030478.1,567113463.0,4129820.437199999,2252812.0,-63882000.0,1166856877.0,657031583.9,98335424.76544777,567094463.0,1538827.2488999998,179342270.3,63882000.0,73905232.78,0.2,229599332.40999988,535817342.6,535817342.6,113056289.5,0.2,77588165.88,1512427.28,85291665.28,42120697.60734219,80831677.73,85291665.28,72583.90659999999,-21710610.78,6055370.45,385063824.4,80831677.73,13402932.59,625303.99,1191979674.9483337,-4459987.55,32224611.81,36093427.65,-4459987.55,458229176.8,0.0,0.009748249632697343,0.005503884800435945,0.01800047515041134,0.44652577632449936
76,473814641.3,4431609.08,342399639.7,70851168.35,48131407.82,34339235.87,1704096.32,975671798.4,584090143.5496786,73409005.12,391635422.6793563,282156777.0,8095781.61,123934874.9,5816627.98,3396226.8,956976.55,516019895.1,1491691694.0,122537337.1,133014203.1,34054085.67,21853630.48,-24155607.07,67153.47,34992185.34,1783420595.2342982,324736298.3,4997408116.485268,4307773.09,1903407.08,286802307.48810524,6211180.17,330947478.4,167520000.0,471608042.9,14118157.69,310601426.5,962597895.2,198146319.9,1160744215.0,1491691694.0,-1249731.88,214000.0,-177998660.7,259384558.6,130623521.3,65346500.0,9900000.0,10613028.77,2017619863.0,133763199.5,1155219897.1068132,2539709743.0,42420094.82,2603231717.0,34446.50880000001,-102688257.7,-6239598.89,66442939.73,44521269.82,9865677.1,2472608196.0,21101879.32,188611689.4,329069308.2,747351.67,-49073519.49,565181927.1,462493669.4,3613797.25,177754712.9,324731058.6,254782193.6,373804578.1,243998900.4,0.32,-3853042.28,2366422117.0,2366422117.0,92800566.34,0.32,82200875.32,5054771.32,52917308.19,-443974.09,65680457.3,53361282.28,-3853042.28,8836760.91,46629276.64,1970197825.0,66124431.39,5650665.16,3738512.43,1191979674.9483337,12763149.11,26676134.95,14338203.45,12763149.11,2280368200.0,0.0,0.13633088843823243,0.049331555856109086,0.03519547856801105,0.2168366993650756
77,1474780617.0,174379231.89618114,63100632.0,169345592.0,159413001.0,41623211.0,8144014.0,1916407067.0,584090143.5496786,97515113.0,391635422.6793563,3799515608.0,549374542.0,51282377.0,299928374.0,102415351.0,834972921.0,5735004286.0,7651411353.0,290206141.0,212506127.0,554704040.0,141098731.0,339195681.0,21153422.0,108847425.0,410083825.0,2227795392.0,1961216228.0,675192425.0,3963569.0,286802307.48810524,2680615149.0,4908410541.0,300000000.0,279702639.0,150000000.0,2013298173.0,2743000812.0,-3071838.5478000003,2743000812.0,7651411353.0,-113128594.86461018,54275600.0,-832164400.0,857048800.0,1536379600.0,684208319.446797,89264700.0,80979300.0,4894356500.0,120151400.0,1155219897.1068132,7970518600.0,83025314.6461134,8523876700.0,47695.035799999976,-115293500.0,-5310100.0,1010547500.0,216363700.0,70558800.0,6987497100.0,553358100.0,913143700.0,1400608200.0,10420500.0,-814198700.0,1525158500.0,1409865000.0,98335424.76544777,723878900.0,857048800.0,962441600.0,1671247500.0,149436539.0,2.44,229599332.40999988,6563439336.0,6563439336.0,987006630.0,2.44,432611295.0,869.0579999999993,732233924.0,42120697.60734219,732233924.0,732233924.0,-22035299.0,81025291.0,152794431.0,5711939826.0,732233924.0,13596655.0,120358.0,1191979674.9483337,945.7613999999991,254772706.0,554515693.0,2659.4913000000006,6108792742.0,0.0,0.11088778092050315,0.08318326713830679,0.02171939966030192,0.7572930928559382
78,91719937.63,174379231.89618114,16602133.9,1139277.24,2806759.06,13367770.2,43432.449399999976,125635878.0,584090143.5496786,42489501.75,391635422.6793563,2481400298.0,197111030.1,2596711.63,164869.97,1307513.47,265692129.81343752,2738745634.0,2864381512.0,1905566977.2046053,38636369.24,4054767.42,19820315.75,-8558865.29,28942.444999999985,17860951.9,25000000.0,96813539.02,150000000.0,2651549632.0656285,27733915.6,286802307.48810524,177733915.6,274547454.6,481400000.0,1062712372.0,144973747.9,899896243.0,2588982362.0,851694.72,2589834057.0,2864381512.0,-113128594.86461018,528846302.9779888,-250965887.8,11264948.998900004,348764006.6,66715.81,9600000.0,30500.0,705738828.4,26685882.91,1155219897.1068132,1217658262.0,83025314.6461134,1298363019.0,66608.08819999995,5730019.43,-1623.87,106946760.8,93133191.25,1338515176.6297114,949599012.2,80704757.17,250996387.8,15000000.0,30500.0,-92066475.44,84589918.2,90319937.63,98335424.76544777,241396387.8,16066715.81,110227540.1,108133191.3,40726085.2,0.49,75337.93,1165682709.0,1165682709.0,311798821.6,0.49,232233328.4,55334.32,233536107.5,42120697.60734219,233387802.3,233536107.5,75337.93,10527288.19,14700143.81,843061814.3,233387802.3,24454053.16,363.32,1191979674.9483337,-148305.28,78411019.31,79565856.47,-148305.28,933524719.0,0.0,0.307526558934065,0.02234042619577188,0.1064008976798809,0.34091694461274763
79,3631896828.0,174379231.89618114,116860589.7,368640287.2,19184096.21,1629532058.0,103470041.8,5869583901.0,468304000.0,2183305904.0,70372062.57,16699537041.0,1836011482.0,7964425912.0,248759868.2,54442173.3,265692129.81343752,29538881641.0,35408465543.0,2700000000.0,2267722800.0,1012166304.0,80021958.03,-65922575.0,190572798.0,596309452.8,1609074777.0,8389945516.0,14870386302.0,378001446.4,40521616.1,202013315.8,19970795987.0,28360741503.0,2247371832.0,1755714491.0,1009075834.0,1988658217.0,7031042012.0,16682027.41,7047724040.0,35408465543.0,30221637.67,14588453.45,-2625201075.0,7135570000.0,2178575898.0,684208319.446797,548833838.0,542440839.7,1109652073.0,451823946.3,1155219897.1068132,3921523441.0,83025314.6461134,4476975751.0,119767311.1,1597612324.0,3023897.838417908,371572545.7,1541206086.0,98472911.3,2298399853.0,555452309.9,3167641915.0,6528787959.0,324200617.3,2044237501.0,2032812325.0,3630424648.0,638820.87,2616724963.0,10128820000.0,365351288.3,8084582499.0,178531763.2,0.1756,334629115.8,3050880565.0,3050880565.0,469144805.9,0.1756,381852312.3,4695480.13,398687215.5,4092248.01,400975440.9,394594967.5,343025202.0,1297123466.0,36874284.14,1359919133.0,396883192.9,134909327.6,5613251.79,1191979674.9483337,2288225.33,72261613.08,92905745.44,2288225.33,3012053454.0,0.0,0.38635154352485673,0.0032683911727936304,0.27762309654051914,0.23408838444667734
80,73090414.94,174379231.89618114,164265889.8,11567496.61,16747245.98,105233941.6,1974194.25,376878873.2,3355000.0,84549481.14,6026253.7,274101807.0,8350911.93,39525190.64,1779602.61,2414930.42,8175867.53,482045955.9,858924829.1,54835505.66,84563522.95,8383613.67,31667987.88,10449947.28,347985.17,22836233.26,90000000.0,303327311.4,4997408116.485268,2651549632.0656285,172226847.297541,999922.5,999922.5,304327233.9,150280000.0,58994339.79,20311166.62,249763637.2,477319297.9,77278297.29,554597595.1,858924829.1,-2029845.74,528846302.9779888,-53352682.75,121462975.4,124719237.2,684208319.446797,1183468736.9386246,4219791.17,579746304.7,73879638.62,1155219897.1068132,939873987.5,60921971.59,1025255447.0,33686.09750000002,-25641066.5,-993110.11,48706919.45,34478182.11,1338515176.6297114,900536210.0,24459488.13,57572473.92,182999304.2,4219791.17,-96014510.86,95369464.54,69728398.04,11598506.27,57572473.92,121462975.4,198203347.2,217477486.3,82123162.98,0.23,1019430.37,935770583.7,935770583.7,63550161.44,0.23,52260572.23,5257666.93,34962261.31,-208292.6,54851209.56,35170553.91,1019430.37,14705599.95,31642771.65,750512882.7,55059502.16,4287047.62,4896426.26,1191979674.9483337,19888948.25,8490659.28,16186015.47,19888948.25,888529131.8,0.0,0.22437851777678264,0.04443668024636835,0.2792248361031239,0.29397315331628493
81,4979181758.0,6074902890.0,3209004458.0,5535177205.0,36745735.52,641895056.8,3593323.83,20481292472.0,584090143.5496786,156414755.5,2529782.46,2592185467.0,240335094.6,839482996.1,10109488.56,57156029.89,166277003.0,4189693130.0,24670985602.0,4962000010.0,1275096901.0,477783502.0,58822578.61,30650668.06,72549949.17,38073354.47,259231213.3,18145659895.0,4997408116.485268,66591168.35,172226847.297541,286802307.48810524,1646341514.0,19792001409.0,2435295988.0,1621481202.0,106109978.9,637376512.7,4804941666.0,74042527.35,4878984194.0,24670985602.0,-113128594.86461018,72331036.9,-560533644.7,7269050024.0,712761394.4,6000000.0,108819509.7,127741241.9,38256404828.0,127652810.5,1155219897.1068132,39932072659.0,4278367.6,39947022009.0,94713.24949999998,848944096.9,3023897.838417908,377116546.5,681426939.6,127277427.3,39234260615.0,10670982.36,688274886.6,7324575701.0,463814.57,696716347.2,4130237661.0,4979181758.0,98335424.76544777,579455376.9,8775050024.0,473086429.8,8078333677.0,241951855.4,0.02,-1100039.67,35099092618.0,35099092618.0,149736151.4,0.02,125455661.0,56020328.6,48651384.77,42120697.60734219,47982323.26,48651384.77,163995.34,306538017.3,119705800.1,34191673094.0,47982323.26,57911857.4,2753226.44,1191979674.9483337,-669061.51,101753828.1,27033716.84,-669061.51,34973800952.0,0.0,0.06225666191443663,0.0017941121425923262,0.0313405541997672,0.5634099185550775
