,CASH_C_EQUIV,NOTES_RECEIV,AR,PREPAYMENT,OTH_RECEIV,INVENTORIES,OTH_CA,T_CA,AVAIL_FOR_SALE_FA,LT_EQUITY_INVEST,FIXED_ASSETS,CIP,INTAN_ASSETS,GOODWILL,LT_AMOR_EXP,DEFER_TAX_ASSETS,T_NCA,T_ASSETS,ST_BORR,AP,ADVANCE_RECEIPTS,PAYROLL_PAYABLE,TAXES_PAYABLE,OTH_PAYABLE,T_CL,DEFER_REVENUE,T_NCL,T_LIAB,PAID_IN_CAPITAL,CAPITAL_RESER,SURPLUS_RESER,RETAINED_EARNINGS,T_EQUITY_ATTR_P,MINORITY_INT,T_SH_EQUITY,T_LIAB_EQUITY,C_PAID_OTH_FINAN_A,N_CF_FR_INVEST_A,C_FR_BORR,N_CF_OPERATE_A,C_FR_CAP_CONTR,C_PAID_INVEST,C_INF_FR_INVEST_A,C_PAID_G_S,C_PAID_FOR_OTH_OP_A,PROC_SELL_INVEST,C_FR_SALE_G_S,REFUND_OF_TAX,C_INF_FR_OPERATE_A,GAIN_INVEST,N_CHANGE_IN_CASH,FOREX_EFFECTS,C_PAID_FOR_TAXES,C_PAID_DIV_PROF_INT,C_OUTF_OPERATE_A,C_FR_OTH_OPERATE_A,C_OUTF_FR_INVEST_A,C_PAID_FOR_DEBTS,DISP_FIX_ASSETS_OTH,N_CF_FR_FINAN_A,N_CE_BEG_BAL,N_CE_END_BAL,PUR_FIX_ASSETS_OTH,C_INF_FR_FINAN_A,C_PAID_TO_FOR_EMPL,C_OUTF_FR_FINAN_A,ADMIN_EXP,DILUTED_EPS,A_J_INVEST_INCOME,REVENUE,T_REVENUE,T_PROFIT,BASIC_EPS,OPERATE_PROFIT,ASSETS_IMPAIR_LOSS,COMPR_INC_ATTR_P,T_COMPR_INCOME,N_INCOME_ATTR_P,INVEST_INCOME,FINAN_EXP,SELL_EXP,COGS,N_INCOME,BIZ_TAX_SURCHG,NOPERATE_EXP,GOING_CONCERN_NI,COMPR_INC_ATTR_M_S,INCOME_TAX,NOPERATE_INCOME,MINORITY_GAIN,T_COGS,FLAG,AP_TC,OR_TC,IN_TC,NI_NI
102,132154500.0,42432756.733136415,85848400.0,2157900.0,5868400.0,8198500.0,158900.0,234435500.0,201570759.84849903,298323718.3813644,15158300.0,548248385.7814283,4716400.0,16145300.0,5280800.0,4037300.0,45874400.0,280309900.0,9000000.0,11865400.0,22010000.0,20140900.0,5792200.0,432500.0,69241100.0,3564500.0,3564500.0,72805600.0,83333300.0,84847800.0,4326000.0,31483100.0,203990300.0,3514000.0,207504300.0,280309900.0,5168600.0,-12890300.0,9000000.0,28327900.0,56000000.0,607704554.221848,165.29330000000002,66880600.0,23814300.0,641083156.3085488,268184800.0,789900.0,272915500.0,20448234.7079621,73069000.0,-37213.70662471447,17340900.0,5100100.0,244587500.0,3940700.0,12890300.0,1392120227.6258054,96.685,57631300.0,56611700.0,129680700.0,11957400.0,67900000.0,136551800.0,10268700.0,47546100.0,0.41,8153076.398503065,275200000.0,275200000.0,35705600.0,0.41,33073200.0,1742100.0,30718700.0,30853300.0,30718400.0,-1463.4144000000001,51100.0,38632800.0,152044000.0,30853000.0,2110900.0,1767400.0,198691321.60569102,134600.0,4852600.0,4399900.0,134600.0,242126900.0,0.0,0.050612641856715386,0.025032045061434808,0.034971239424063334,0.14260849836320616
103,540241217.4,15921161.85,35943554.02,53017869.51,29740746.31,370897977.2,137566689.5,1183329216.0,201570759.84849903,298323718.3813644,81557425.24,548248385.7814283,77335362.55,620614403.6196066,2033354.29,7949404.33,228003729.7,1411332945.0,30000000.0,108136451.2,198871173.1,7307832.83,3022405.73,54368512.69,422489575.5,40932033.33,278892033.3,701381608.8,104696301.0,324857209.7,29910824.83,244709200.1,704174127.3,5777209.31,709951336.6,1411332945.0,3712240.0,-168592975.8,80499344.98,149966809.2,12420000.0,322600000.0,229354910.4,975016009.3,236482656.7,228000000.0,1245418516.0,24887274.53,1521242515.0,974371.91,124656077.4,641.82,48691006.22,16530772.17,1371275705.0,250936724.4,397947886.1,169239010.0,380538.45,143281602.1,401686051.0,526342128.4,75347886.13,332763624.3,111086033.0,189482022.2,180114157.4,0.45,8153076.398503065,1022822674.0,1022822674.0,64092315.16,0.45,28501691.83,-130277.74,56022199.2,56123361.63,56021607.58,974371.91,16410063.72,40383429.56,755401977.9,56122643.24,3116003.19,223947.9,198691321.60569102,101162.43,7969671.92,35814571.23,101035.66,995295354.1,0.0,0.0913832344692147,0.025133112499776223,0.31343600089055856,0.6381483330506084
104,506873121.9,100000.0,144666491.7,114536986.5,26414768.07,132533738.2,234016746.9,1160058520.0,125000000.0,298323718.3813644,3485459142.0,540830896.4,137226737.6,95442716.45,602174350.8,6675.781200000001,5155897566.0,6315956086.0,100000000.0,710706227.5,400647202.9,21360410.95,10774623.17,62641251.59,1449535528.0,87287699.38,586297069.1,2035832597.0,1467888229.0,1465806120.0,340345136.4,1006084003.0,4280123489.0,833283086.7084156,4280123489.0,6315956086.0,93481045.352178,-1447080553.0,100000000.0,1080708520.0,416373936.774165,485000000.0,3480681.8,456395306.3,99151129.0,641083156.3085488,2160211442.0,22810917.143630523,2286893458.0,20448234.7079621,-228546610.0,-37213.70662471447,99292122.16,82674576.16,1206184938.0,126682015.5,1450561235.0,378000000.0,3480681.8,137825423.8,733541954.3,504995344.4,950666671.0,598500000.0,551346380.6,460674576.2,348400130.0,0.2739,8153076.398503065,1921271412.0,1921271412.0,404105761.8,0.2739,365097012.2,9460938.79,402104092.4,402104092.4,402104092.4,7172725.03,3868405.3,116946164.4,1039901090.0,402104092.4,44770396.8,3061149.91,198691321.60569102,29159398.476572428,2001669.44,42069899.55,31194003.21673058,1563347125.0,0.0,0.6126468753490125,0.022770203066997,0.11424745899887878,0.10462440036086536
105,742208694.1,42432756.733136415,414189521.8,10623090.7,155441182.7,164753521.1,934.2701000000004,1498560942.0,12000000.0,38657661.26,140556203.6,133440550.1,187248987.5,20645736.14,1916955.11,582827.06,579720901.2,2078281843.0,180800000.0,76670433.3,12644099.21,890018.16,29248024.52,41177870.25,562764167.9,27700000.0,34124323.38,596888491.3,243555200.0,731317391.4,57350651.28,373324288.3,1405618584.0,75774768.02,1481393352.0,2078281843.0,93481045.352178,-325531340.7,440300000.0,11729018.38,49241254.0,29800000.0,78421.53,817704023.1,98985938.51,641083156.3085488,1185548123.0,10798607.97,1226793384.0,20448234.7079621,-37756043.52,-16535.63,42670226.36,31029676.73,1215064365.0,30446652.46,325609762.2,182448762.9,78421.53,276062814.4,779964737.6,742208694.1,140452006.3,489541254.0,255704177.2,213478439.6,159674548.0,0.6106,-238039.74,1213069757.0,1213069757.0,143947214.2,0.6106,136835556.6,5004148.27,146337296.3,136760063.0,146713212.0,-238039.74,5783227.33,52906939.04,848576102.1,137135978.6,4114574.28,4782404.82,198691321.60569102,-9577233.38,6811235.56,11894062.34,-9577233.38,1076059539.0,0.0,0.05116270626783759,0.10372696788196419,0.10994115519927918,0.0867318880240229
106,222842078.0,42432756.733136415,46678073.94,2613828.61,1013439.12,4215383.11,360601.72,277723404.5,201570759.84849903,298323718.3813644,12178614.1,7339989.34,24718395.14,620614403.6196066,1041434.1,124573.63,45403006.31,323126410.8,671190917.4127014,2733550.0,5720794.97,30167439.1,1253936.78,52410.62,39937331.47,38926257.39793594,811689.81,40749021.28,75000000.0,66697381.62,22788564.44,119630139.1,282377389.5,833283086.7084156,282377389.5,323126410.8,93481045.352178,-13233080.05,1432757292.4383233,71311935.45,416373936.774165,607704554.221848,0.0,68887944.97,16310132.45,641083156.3085488,317949432.6,22810917.143630523,322186371.9,20448234.7079621,20284730.88,-294124.52,11206383.45,37500000.0,250874436.4,4236939.27,13233080.05,1392120227.6258054,-2928.01,-37500000.0,202548145.1,222832876.0,13233080.05,0.0,154469975.6,37500000.0,66553753.23,1.1,8153076.398503065,315328828.8,315328828.8,89564393.56,1.1,86143123.19,28315.12,81740365.14,81740365.14,82186158.28,-272.9126999999998,167500.73,3177900.15,159258236.4,82186158.28,31940.718600000007,2000.0,198691321.60569102,29159398.476572428,7378235.28,3423270.37,31194003.21673058,229185705.6,0.0,0.009842706648801722,0.0036490951197453003,0.015178350263958399,0.04165263885844696
107,143084363.6,42432756.733136415,55992425.03,1284084.74,11540924.84,6292.491400000003,70445130.73,283020387.6,60400000.0,10818475.4,8946862.36,548248385.7814283,3986432.65,620614403.6196066,4902.3631,3527822.6,87679593.01,370699980.6,671190917.4127014,17924691.3,22057.546500000004,15512661.04,30485707.25,439678.35,75258737.94,38926257.39793594,0.0,75258737.94,32816000.0,342030.92,16166918.09,247508448.1,296833397.0,-1392154.39,295441242.7,370699980.6,350000.0,4687972.52,1432757292.4383233,112318866.2,31454070.0,482700000.0,498262032.9,41620702.68,65938694.05,490140800.0,301880539.1,22810917.143630523,302143616.5,5721232.87,101861577.1,-270331.64,12038373.66,45979000.0,189824750.3,263077.39,493574060.4,1392120227.6258054,73.49,-14874930.0,41222786.47,143084363.6,9795217.17,31454070.0,70226979.87,46329000.0,94917272.75,1.08,-913258.56,308208227.0,308208227.0,151398432.8,1.08,151401932.8,1280518.71,139477062.5,135830631.9,139477062.6,4595892.11,591953.84,17359802.8,43247222.25,135830632.0,4005416.01,6500.0,198691321.60569102,-3646430.6,15567800.79,3000.0,-3646430.6,161402186.4,0.0,0.06333356918913356,0.04077771547790785,2.2233350230914608e-05,2.208632880394755e-05
108,134556150.9,42432756.733136415,5925597.26,324014.65,204547219.0,3194871.6,880.9571999999997,409551157.5,61458749.92,10996571.51,435389364.8,837582.58,11268245.12,321932.2,22713865.76,19880959.07,644590296.2,1054141454.0,120047500.0,13472246.5,38365406.99,1824793.05,17815479.73,18822663.77,512414999.6,38926257.39793594,80000000.0,592414999.6,432000000.0,57771240.42,8194929.49,-39358368.42,458607801.5,3118652.5,461726454.0,1054141454.0,50000.0,220970890.5,210047500.0,5940538.48,416373936.774165,13600000.0,277742069.2,15948478.65,55460208.98,166669973.3,102411150.9,22810917.143630523,162510385.3,1041095.89,102089935.8,-37213.70662471447,33899856.59,36818993.2,156569846.8,60099234.43,56771178.7,298000000.0,31000.0,-124821493.2,32416215.15,134506150.9,43171178.7,210047500.0,51261302.59,334868993.2,62198413.15,0.02,8153076.398503065,118568747.0,118568747.0,36716704.86,0.02,40998676.7,19051363.94,0.0,1277490.6110000005,10461728.18,149834358.7,40579602.51,77240953.59,19798153.27,10649881.35,8539246.54,4692992.97,198691321.60569102,29159398.476572428,26066823.51,411021.13,188153.17,227407733.0,0.0,0.03289514936848884,0.4994424145901724,0.007800909706866107,0.038593963302699145
109,1568106047.0,46318871.47,2665912022.0,70112672.13,86577345.22,713357425.1,1761580.96,5152145964.0,85375372.56,353461129.0,188557044.6,1662109.44,6745320.9,193671128.9,5233155.32,45973101.96,880678362.6,6032824327.0,1224391969.0,1680747127.0,414827160.1,232487598.8,115432236.3,38181704.07,4074688795.0,34432732.99,34432732.99,4109121528.0,431214014.0,881287279.7,2322738.36,542908224.6,1901763457.0,21939342.21,1923702799.0,6032824327.0,27229368.67,-27519356.75,1757801324.0,161089588.2,200000000.0,607704554.221848,2340353029.0,6686717001.0,385163282.8,4846741.28,8227597851.0,9697901.22,8275918657.0,9572413.1,505687714.6,3051762.99,325848716.8,47006541.77,8114829069.0,38622905.51,2367872385.0,1555357028.0,170642.98,369065720.1,1026727035.0,1532414749.0,66424984.5,1998658658.0,717100068.5,1629592938.0,370948787.4,0.7975,25453214.16,7713438141.0,7713438141.0,280188772.1,0.7975,228203312.2,138739534.7,221427238.8,209013057.4,254718777.2,33132804.69,11676467.39,447177409.9,6528598727.0,242304595.8,21226706.84,2343158.48,198691321.60569102,-12414181.43,37884176.34,54328618.36,-12414181.43,7518367633.0,0.0,0.32622273102198934,0.01680413284579839,0.13845831039813297,0.22421621092504262
110,90405772.25,14795583.5,241157494.3,9514488.59,6023368.04,97554398.25,1017.5929999999998,459451105.0,201570759.84849903,298323718.3813644,9858092.18,548248385.7814283,3921402.59,620614403.6196066,4836.265900000001,6028805.3,19808300.07,479259405.0,64000000.0,75421931.95,37523528.56,12707693.58,18271976.66,2408860.75,245661741.1,38926257.39793594,0.0,245661741.1,57100000.0,92568286.61,9161059.72,74616733.32,233446079.7,151584.33,233597664.0,479259405.0,13962146.48,-5454877.19,74500000.0,-4749929.98,416373936.774165,607704554.221848,5000.0,251442114.4,69389252.47,641083156.3085488,352919247.9,5538894.72,408870656.1,20448234.7079621,8810215.3,-37213.70662471447,36259969.88,3560100.0,413620586.0,50412513.46,5459877.19,50500000.0,5000.0,19015022.47,72918981.21,81729196.51,5459877.19,87037268.95,56529249.28,68022246.48,31857760.16,0.7618,8153076.398503065,419676772.5,419676772.5,50761069.66,0.7618,39097249.51,10921802.06,43496774.27,43100228.59,43496774.27,-1295.668,5529338.5,28362258.31,300990120.2,43100228.59,2918243.74,96170.24,198691321.60569102,-396545.68,7660841.07,11759990.39,-396545.68,380579523.0,0.0,0.1641566014951689,0.013109921761968556,0.21232813935663514,0.27285215820708014
111,223811326.5,110000.0,117507170.0,70200758.22,12561091.96,72336269.04,1270.3384000000003,499955680.4,201570759.84849903,1444983.34,27054239.41,38819632.66,11470025.61,620614403.6196066,1907.39,4325352.46,83116140.87,583071821.3,671190917.4127014,38318105.4,15853147.63,322804.69,4005193.68,2715900.38,61215151.78,10422755.0,10422755.0,71637906.78,89200000.0,259989044.4,17208517.77,140836572.4,507234134.6,4199779.86,511433914.5,583071821.3,7850.76,-78251371.78,1432757292.4383233,27813108.05,5923500.0,2550000.0,-35134.56,128877311.8,40463814.8,641083156.3085488,271079432.0,18289382.46,298040935.4,20448234.7079621,-53442614.49,-37213.70662471447,36327723.37,8920000.0,270227827.3,8672120.87,78216237.22,1392120227.6258054,3550.0,-3004350.76,277253941.0,223811326.5,74716237.22,5923500.0,64558977.36,8927850.76,33687693.49,0.17,179427.77,221169470.0,221169470.0,25973417.31,0.17,6932003.12,4723657.66,24696036.39,24462516.25,24696036.39,179427.77,-5778695.33,69634627.6,109286406.4,24462516.25,2863204.81,17018.76,198691321.60569102,-233520.14,1510901.06,19058432.95,-233520.14,214416894.6,0.0,0.07664300437459336,0.025124410927685106,0.14468536287481695,0.7790871860943577
112,427582923.0,21258860.35,751795394.3,39088312.19,88843216.33,492186187.3,10000000.0,1830754893.0,24920000.0,3533444.95,387528646.1,17848512.07,64171213.8,620614403.6196066,10454484.27,25601127.88,848018694.6,2678773588.0,77126400.0,367891700.4,264101072.0,55777977.42,-34855031.43,132698685.8,946300331.5,31734926.21,83121817.82,1029422149.0,978163195.0,341735056.0,7633631.64,105690371.1,1432645453.0,216705986.1,1649351439.0,2678773588.0,93481045.352178,-56085083.57,198485400.0,119328378.2,416373936.774165,313000000.0,314376651.9,1135531766.0,317589194.7,303000000.0,1894125489.0,40207301.45,1974270513.0,7590759.9,75226354.18,-405716.7,145104780.9,15158953.25,1854942135.0,39937722.2,370461735.5,170937670.5,3785892.0,12388776.26,312776253.1,388002607.3,57461735.47,198485400.0,256716393.3,186096623.7,282561713.1,0.0373,1937571.1,1665293968.0,1665293968.0,105637657.7,0.0373,64623286.19,10589167.27,36229232.21,89643446.57,36484904.05,9228331.0,5770061.81,245504142.2,1046442909.0,89899118.41,19031019.77,2890405.65,198691321.60569102,53414214.36,15738539.29,43904777.16,53414214.36,1609899013.0,0.0,0.20095082187498486,0.048528187290225094,0.2688433002046878,0.4883782837531832
113,64981295.87,42432756.733136415,25932629.65,4125016.53,2092640.6,7012507.64,1458.8961000000002,104160243.2,201570759.84849903,298323718.3813644,3715491.98,76578393.34,6478427.49,1932398.53,5678.1562,709975.12,89414686.46,193574929.6,671190917.4127014,8787964.37,8471230.16,8578758.99,5637531.31,660050.06,32135534.89,38926257.39793594,3724.3111,32135534.89,51039000.0,41987598.07,4052002.04,62841767.25,159920367.4,1519027.39,161439394.8,193574929.6,100.5,-25914127.34,1432757292.4383233,20243286.57,416373936.774165,607704554.221848,4000.0,15965259.7,19370163.71,641083156.3085488,98883581.8,4221121.55,105184777.8,20448234.7079621,-5670941.27,-37213.70662471447,13760444.7,14459.39390000001,84941491.22,2080074.44,25918127.34,1392120227.6258054,4000.0,-100.5,70109702.07,64438760.8,25918127.34,31601.744000000013,35845623.11,100.5,28057349.88,0.54,8153076.398503065,93743645.22,93743645.22,32682088.57,0.54,27366993.16,1775099.11,27784064.3,28806749.43,27784064.3,-1617.433,-214712.93,13477827.9,21998841.07,28806749.43,1282247.03,18789.63,198691321.60569102,1022685.13,3875339.14,5333885.04,1022685.13,66376652.06,0.0,0.08436966063074629,0.020090588651774578,0.06732422491117993,0.1851609482340681
114,306279412.3,27360977.28,219299313.0,42253821.98,38910929.61,461168501.2,61006477.96,1156279433.0,10400000.0,14911959.28,77866803.51,51199440.84,21889180.78,620614403.6196066,5852484.25,4103147.27,649004560.4,1805283994.0,230090433.9,253112377.1,267933988.7,77496017.15,16661567.0,103054701.4,958455683.3,13600000.0,82809926.56,1041265610.0,262605000.0,30393764.14,57777943.59,332264489.6,683041197.3,80977186.6,764018383.9,1805283994.0,93481045.352178,-289574627.7,381490433.9,88758297.48,21414670.0,376511056.7,178760833.3,1845550404.0,277738097.9,57314254.44,2229389838.0,450469.25,2439553700.0,425918.86,69384072.97,-37213.70662471447,44094157.12,18114950.33,2350795403.0,209713392.7,468335461.0,115000000.0,20660.0,270200403.2,228458823.3,297842896.3,68824404.34,403315353.6,183412744.2,133114950.3,293903956.9,0.41,-3839847.0,2031613438.0,2031613438.0,138885702.0,0.42,131450021.3,2837592.68,109207964.6,125044285.6,109207964.6,-2419277.58,-90102698.71,69928634.26,1612993418.0,125044285.6,8183235.94,39776.81,198691321.60569102,15836321.04,13841416.36,7475457.49,15836321.04,1897744139.0,0.0,0.21890242953063058,0.03365183925225106,0.3988382808154644,0.059782479896066526
115,124594298.7,42432756.733136415,43444391.75,2171989.53,1599214.4,1898198.53,5260.14,173713353.0,201570759.84849903,298323718.3813644,5409659.42,927629.54,57311763.83,620614403.6196066,1173651.11,110667.24,64933371.14,238646724.2,671190917.4127014,5327309.47,3213550.42,6587739.86,6487611.87,667400.21,22283611.83,1600000.0,1600000.0,23883611.83,60000000.0,42609347.98,15042820.06,97110944.31,214763112.4,833283086.7084156,214763112.4,238646724.2,93481045.352178,-4629190.13,1432757292.4383233,44563809.63,416373936.774165,607704554.221848,7646.23,47103015.02,10885734.59,641083156.3085488,173744401.1,22810917.143630523,178199107.8,20448234.7079621,27934619.5,-37213.70662471447,19816122.18,12000000.0,133635298.2,4454706.71,4636836.36,1392120227.6258054,7646.23,-12000000.0,96659679.19,124594298.7,4636836.36,8522.7616,55830426.39,12000000.0,23195270.53,0.47,8153076.398503065,172255373.2,172255373.2,50749360.47,0.47,48317493.48,176285.46,41992106.26,41992106.26,41992106.26,-1354.7807999999998,-1118950.58,10705936.94,85074158.98,41992106.26,5905178.42,178800.3,198691321.60569102,29159398.476572428,8757254.21,2610667.29,31194003.21673058,123937879.8,0.0,0.03066724220100685,0.009206053376909948,0.01092718836645793,0.062170429695421525
116,438726413.3,83798338.95,687642459.4,22172698.53,44219997.63,519424692.1,790.1441000000002,1795984600.0,6000000.0,27111207.44,302584336.3,59598987.48,87771838.95,620614403.6196066,2176.5014000000006,11356224.47,498445688.8,2294430289.0,420000000.0,148251284.2,34084132.15,7182280.58,16776973.18,4561230.38,833472608.8,20887713.22,166593699.4,1000066308.0,413848300.0,514694436.9,42462337.5,306639964.5,1277645039.0,16718941.6,1294363980.0,2294430289.0,4920000.0,-150631789.8,608000000.0,-83848189.23,37992059.0,750000.0,255349.43,836481963.6,148808856.5,641083156.3085488,999897882.8,22810917.143630523,1070348847.0,146000.0,-65729821.32,-37213.70662471447,81405601.23,32435679.26,1154197036.0,70450964.39,150887139.2,445500000.0,109349.43,168750157.7,474399966.7,408670145.4,150137139.2,651605837.0,87500615.08,482855679.3,139959631.0,0.2123,-7106502.01,905195459.0,905195459.0,99735189.85,0.2125,53311418.13,18431446.72,87486738.75,87559506.52,87486738.75,-6960502.01,26696095.08,120667818.7,534160881.9,87559506.52,5007665.43,30132.16,198691321.60569102,72767.77,12175683.33,46453903.88,72767.77,844923538.9,0.0,0.08254596626273966,0.024621590647269473,0.2892144465492633,0.5305409512488423
117,21589060597.0,85806786.0,15312304551.0,4005637554.0,5643332565.0,5535771415.0,160549881.0,52332773915.0,6497100997.0,53141130.0,371000000000.0,57176424958.0,23822847423.0,620614403.6196066,11334651709.0,5180414136.0,479000000000.0,531000000000.0,95765895663.0,95745696314.0,50352480435.0,4927070472.0,2634109942.0,9081352828.0,295000000000.0,1268860999.0,15045326268.0,310000000000.0,21196596395.0,28024362928.0,919120486.0,26027415661.0,74858939461.0,147000000000.0,222000000000.0,531000000000.0,93481045.352178,-76936458841.0,187000000000.0,83369464367.0,1101880306.0,607704554.221848,1901355176.0,161000000000.0,4742182933.0,250000.0,294000000000.0,91271182.0,295000000000.0,350241246.0,3246863579.0,-42153789.0,14384614657.0,7756335346.0,211000000000.0,359145416.0,78837814017.0,183000000000.0,1542675900.0,-3143988158.0,18287991369.0,21534854948.0,78807504351.0,188000000000.0,30643231169.0,191000000000.0,20373057592.0,0.159,4537739.0,304000000000.0,304000000000.0,13676658541.0,0.1624,12917419226.0,4347533230.0,3667874348.0,10962711799.0,3442853809.0,197949012.0,2949207468.0,42991498574.0,212000000000.0,10292436279.0,8689393669.0,680142833.0,198691321.60569102,7294837451.0,3384222262.0,1439382148.0,6849582470.0,291000000000.0,0.0,1.8295551554273082,0.1078355329332632,0.10578020236403515,0.13984853624372873
118,281727043.8,11043700.0,305330206.1,20253398.03,25607755.23,17080613.97,1642.7799,661817480.7,201570759.84849903,9934895.41,18878684.78,5146780.45,180271999.3,183812975.5,2433702.91,5004035.08,473380352.8,1135197833.0,50000000.0,6241382.8,1597649.59,28446762.06,16382659.24,16162980.35,119044023.1,38926257.39793594,375500.0,119419523.1,135720988.0,618167339.3,28179290.36,231579050.4,1013646668.0,2131642.31,1015778310.0,1135197833.0,7260000.0,-78276310.95,50000000.0,-42074120.2,15823850.0,607704554.221848,239.06300000000002,172572462.9,62045286.58,641083156.3085488,372192812.3,1072096.99,388487156.4,20448234.7079621,-67951494.43,-37213.70662471447,34462777.78,6164913.28,430561276.6,15222247.12,78276310.95,1392120227.6258054,-205.715,52398936.72,339607063.9,271655569.4,60402718.08,65823850.0,161480749.3,13424913.28,90461861.28,0.36,8153076.398503065,468161375.8,468161375.8,97211511.33,0.37,88649871.66,2204984.15,90236363.71,89918006.02,90236363.71,-2065104.59,-5359475.25,29236770.46,259276069.5,89918006.02,1626189.45,82450.29,198691321.60569102,-318357.69,7293505.31,8644089.96,-318357.69,377446399.6,0.0,0.00943067081485749,0.03869307773937135,0.025808647350828426,0.0961330254373895
119,392227331.5,42432756.733136415,191320769.6,10964426.14,5876383.5,57726393.89,7004451.56,667838863.2,201570759.84849903,3519980.33,95563654.98,548248385.7814283,25178437.0,620614403.6196066,3772423.59,8586540.46,141103928.9,808942792.1,671190917.4127014,62867560.14,45501212.16,15365356.47,10866098.74,2889491.76,137837114.9,38926257.39793594,6691666.8,144528781.7,172000000.0,292196667.3,15642479.75,173882730.7,653721877.7,10692132.8,664414010.5,808942792.1,93481045.352178,-91388463.09,1432757292.4383233,30520624.93,2450000.0,607704554.221848,12552596.94,180146396.6,53154968.07,641083156.3085488,352508917.8,7842913.7,387167089.0,20448234.7079621,-78201521.34,-37213.70662471447,37210931.11,17776183.18,356646464.1,26815257.56,103941060.0,2007500.0,52596.94,-17333683.18,285782533.9,207581012.5,46743570.31,2450000.0,86134168.38,19783683.18,91437225.7,0.094,2141863.45,300929840.7,300929840.7,47228584.14,0.094,34631402.14,6291084.54,40405024.15,38342763.56,40405024.15,2141863.45,-6980172.06,25597849.21,149192461.2,38342763.56,2901853.39,98908.69,198691321.60569102,-2062260.59,8885820.58,12696090.69,-2062260.59,268440302.0,0.0,0.09413582168423887,0.008799103831488433,0.08643760803826188,0.3311209081247559
120,85044949.0,42432756.733136415,25771894.6,6240496.35,5725706.02,105690777.4,1370.9452000000006,228473823.4,201570759.84849903,298323718.3813644,475151396.2,548248385.7814283,167848.33,620614403.6196066,515356.08,211174.49,478062146.0,706535969.3,50000000.0,31393148.72,3985684.98,223277.98,3430104.55,11865361.42,100897577.7,38926257.39793594,6748.927900000001,100897577.7,59500000.0,410196285.2,19934747.97,115885647.6,605638391.7,833283086.7084156,605638391.7,706535969.3,93481045.352178,-87553651.09,50000000.0,809830.29,416373936.774165,607704554.221848,-169.97899999999998,322736432.9,31902165.72,641083156.3085488,395704306.4,22810917.143630523,418429660.6,20448234.7079621,-44116625.92,30528.23,16580411.23,7403333.35,417619830.3,22725354.15,87553651.09,1392120227.6258054,116.915,42596666.65,127561574.9,83444949.0,87553651.09,50000000.0,46400820.41,7403333.35,34965836.29,0.05,8153076.398503065,408092604.4,408092604.4,5789628.83,0.05,-44305.09,825681.8,3108926.67,3108926.67,3108926.67,-148.91109999999992,1096237.88,21789691.01,345129200.7,3108926.67,4330261.84,8472.8,198691321.60569102,29159398.476572428,2680702.16,5842406.72,31194003.21673058,408136909.5,0.0,0.13740370013871794,0.025060665308584317,0.4625946895236315,1.8792359357900197
121,513075797.1,262909365.9,1806374591.0,204022649.9,61234092.44,603334171.8,863.3657000000005,3511837821.0,201570759.84849903,27565350.22,130526184.0,202006346.7,141917131.9,2042882.71,10677658.83,15539224.28,564707927.8,4076545749.0,196931253.3,1114426879.0,439491586.6,48733749.45,65785193.68,41827639.75,2260972978.0,38926257.39793594,72180873.99,2333153852.0,340917291.0,24353497.13,171742728.0,1146979155.0,1682998125.0,60393771.55,1743391897.0,4076545749.0,2800000.0,-164010276.8,360731463.0,197505060.6,10000000.0,7580000.0,34153593.22,1787542812.0,260275631.2,641083156.3085488,3236984609.0,18080815.45,3356484716.0,33639886.82,107702860.2,-3677976.54,207410926.9,86245200.36,3158979656.0,101419292.3,198163870.0,203800209.8,513706.4,77886052.91,402665064.4,510367924.7,190583870.0,370731463.0,903750286.1,292845410.1,461590506.2,0.851,690664.0,3581286565.0,3581286565.0,330264286.8,0.851,281171588.8,30331484.45,289041391.9,293837986.8,290110997.3,61577817.28,10002706.62,121400704.0,2729596777.0,294907592.2,8770615.09,899843.3,198691321.60569102,4796594.94,35356694.6,49992541.37,4796594.94,3361692793.0,0.0,0.3173343804021866,0.017436480714978893,0.17180012362535574,0.16951934332058882
122,115635258.8,42432756.733136415,76136185.77,780000.0,9638096.84,39961565.25,1442.1152000000002,242151106.6,201570759.84849903,298323718.3813644,18240153.03,548248385.7814283,830991.2,620614403.6196066,209363.63,725285.03,20005792.89,262156899.5,671190917.4127014,7375100.84,10187176.86,15425425.23,1427726.14,5278375.38,39693804.45,38926257.39793594,52500.0,39746304.45,60000000.0,51108024.27,13137380.41,98165190.38,222410595.1,833283086.7084156,222410595.1,262156899.5,351199.0,-3112332.92,1432757292.4383233,28624048.34,416373936.774165,607704554.221848,128.27,21189603.16,24095475.29,641083156.3085488,215358406.2,128628.25,219169299.3,20448234.7079621,11960516.42,-37213.70662471447,13223642.7,13200000.0,190545250.9,3682264.77,3112332.92,1392120227.6258054,89.53,-13551199.0,103327742.3,115288258.8,3112332.92,6372.761600000001,132036529.8,13551199.0,48781665.11,0.775,8153076.398503065,204706918.3,204706918.3,50749856.79,0.775,44110118.46,1772204.4,46498486.4,46498486.4,46498486.4,-1240.9263,-1763443.4,9015909.6,102233892.6,46498486.4,556571.6,114061.19,198691321.60569102,29159398.476572428,4251370.39,6753799.52,31194003.21673058,160596799.9,0.0,0.030456605974477923,0.03980199378531356,0.16502739058719626,0.14524772832175456
