iter	Passed	Remaining
259	58933	507735
260	59163	507533
261	59387	507283
262	59609	507024
263	59836	506798
264	60064	506582
265	60288	506330
266	60527	506212
267	60745	505913
268	60973	505693
269	61193	505412
270	61414	505140
271	61630	504824
272	61855	504585
273	62086	504393
274	62304	504103
275	62556	504074
276	62783	503855
277	63001	503559
278	63228	503333
279	63456	503123
280	63683	502892
281	63911	502678
282	64127	502368
283	64352	502133
284	64581	501925
285	64797	501612
286	65029	501425
287	65251	501163
288	65473	500903
289	65695	500645
290	65920	500403
291	66143	500154
292	66369	499921
293	66590	499657
294	66819	499445
295	67046	499224
296	67263	498929
297	67489	498694
298	67712	498448
299	67933	498175
300	68160	497953
301	68393	497775
302	68613	497503
303	68832	497227
304	69058	496995
305	69275	496701
306	69494	496419
307	69720	496191
308	69946	495966
309	70168	495706
310	70403	495543
311	70629	495312
312	70856	495092
313	71082	494864
314	71310	494646
315	71533	494398
316	71748	494089
317	71974	493863
318	72193	493588
319	72444	493527
320	72665	493262
321	72886	492999
322	73112	492773
323	73332	492504
324	73554	492249
325	73784	492046
326	74009	491815
327	74237	491599
328	74465	491384
329	74687	491128
330	74916	490915
331	75134	490638
332	75361	490414
333	75583	490162
334	75804	489898
335	76031	489682
336	76248	489396
337	76472	489152
338	76694	488896
339	76924	488698
340	77144	488432
341	77365	488169
342	77596	487974
343	77820	487738
344	78045	487504
345	78261	487212
346	78483	486960
347	78704	486704
348	78932	486489
349	79157	486254
350	79377	485990
351	79611	485808
352	79841	485606
353	80064	485362
354	80307	485237
355	80534	485019
356	80761	484792
357	80985	484557
358	81209	484317
359	81434	484083
360	81661	483859
361	81880	483595
362	82133	483524
363	82353	483262
364	82570	482980
365	82788	482706
366	83016	482491
367	83236	482226
368	83456	481968
369	83678	481714
370	83903	481485
371	84131	481268
372	84356	481033
373	84598	480902
374	84825	480678
375	85052	480456
376	85272	480194
377	85497	479963
378	85718	479706
379	85945	479484
380	86168	479240
381	86396	479025
382	86621	478790
383	86855	478609
384	87078	478367
385	87300	478118
386	87515	477828
387	87732	477553
388	87960	477340
389	88183	477096
390	88410	476876
391	88631	476618
392	88859	476405
393	89081	476156
394	89308	475934
395	89528	475674
396	89755	475457
397	89984	475244
398	90227	475107
399	90449	474858
400	90674	474626
401	90890	474349
402	91114	474110
403	91342	473894
404	91572	473691
405	91801	473476
406	92055	473393
407	92271	473117
408	92492	472864
409	92708	472588
410	92935	472366
411	93162	472145
412	93381	471879
413	93600	471619
414	93815	471336
415	94037	471093
416	94257	470834
417	94474	470566
418	94778	470723
419	95151	471228
420	95448	471346
421	95676	471128
422	95899	470882
423	96127	470662
424	96355	470441
425	96586	470235
426	96815	470017
427	97036	469763
428	97265	469547
429	97493	469328
430	97734	469170
431	97956	468920
432	98180	468680
433	98400	468420
434	98628	468202
435	98858	467991
436	99075	467718
437	99303	467496
438	99530	467270
439	99756	467043
440	99998	466886
441	100215	466614
442	100442	466388
443	100664	466141
444	100901	465959
445	101131	465750
446	101351	465493
447	101590	465321
448	101849	465242
449	102071	464993
450	102289	464724
451	102509	464467
452	102736	464242
453	102960	464004
454	103190	463788
455	103417	463562
456	103645	463341
457	103869	463103
458	104093	462862
459	104311	462601
460	104534	462357
461	104761	462129
462	104983	461882
463	105197	461600
464	105421	461360
465	105644	461117
466	105872	460894
467	106091	460636
468	106316	460403
469	106543	460177
470	106759	459902
471	106979	459648
472	107202	459406
473	107423	459155
474	107652	458938
475	107878	458711
476	108097	458452
477	108323	458223
478	108549	457992
479	108767	457731
480	109000	457531
481	109221	457281
482	109448	457053
483	109691	456896
484	109925	456698
485	110151	456470
486	110367	456202
487	110588	455951
488	110813	455717
489	111034	455467
490	111259	455233
491	111489	455020
492	111740	454893
493	111966	454664
494	112188	454418
495	112411	454177
496	112637	453947
497	112858	453699
498	113079	453452
499	113307	453230
500	113535	453009
501	113767	452801
502	113987	452551
503	114206	452294
504	114430	452057
505	114648	451797
506	114868	451543
507	115096	451324
508	115326	451111
509	115549	450867
510	115775	450642
511	116006	450433
512	116235	450212
513	116455	449962
514	116674	449706
515	116901	449480
516	117121	449228
517	117340	448974
518	117565	448742
519	117785	448489
520	118014	448272
521	118234	448024
522	118455	447773
523	118678	447536
524	118901	447295
525	119119	447037
526	119342	446797
527	119587	446640
528	119809	446399
529	120032	446159
530	120252	445906
531	120479	445682
532	120706	445457
533	120928	445214
534	121153	444985
535	121385	444777
536	121630	444617
537	121858	444396
538	122084	444169
539	122301	443909
540	122523	443666
541	122749	443439
542	122967	443181
543	123187	442931
544	123404	442672
545	123626	442428
546	123854	442207
547	124081	441984
548	124305	441748
549	124531	441520
550	124754	441280
551	124983	441063
552	125207	440830
553	125434	440606
554	125658	440369
555	125886	440148
556	126107	439903
557	126327	439657
558	126545	439399
559	126767	439158
560	126984	438899
561	127209	438667
562	127433	438434
563	127660	438209
564	127883	437973
565	128107	437739
566	128329	437497
567	128553	437264
568	128782	437044
569	129004	436804
570	129222	436549
571	129465	436380
572	129692	436157
573	129921	435937
574	130138	435682
575	130367	435462
576	130589	435222
577	130820	435012
578	131040	434765
579	131291	434619
580	131519	434400
581	131734	434135
582	131960	433906
583	132184	433672
584	132409	433442
585	132626	433184
586	132850	432950
587	133077	432727
588	133297	432481
589	133514	432225
590	133734	431977
591	133962	431757
592	134177	431495
593	134405	431275
594	134627	431032
595	134852	430803
596	135073	430562
597	135298	430331
598	135524	430102
599	135752	429882
600	135980	429661
601	136202	429423
602	136430	429203
603	136657	428976
604	136878	428734
605	137095	428480
606	137317	428239
607	137541	428007
608	137766	427777
609	137990	427545
610	138210	427298
611	138438	427077
612	138664	426851
613	138890	426624
614	139118	426403
615	139361	426230
616	139582	425987
617	139811	425768
618	140035	425534
619	140261	425307
620	140479	425059
621	140703	424824
622	140932	424606
623	141183	424455
624	141408	424225
625	141632	423991
626	141859	423767
627	142086	423542
628	142313	423319
629	142528	423061
630	142750	422820
631	142984	422619
632	143206	422379
633	143427	422139
634	143644	421884
635	143867	421650
636	144090	421414
637	144309	421165
638	144530	420925
639	144757	420700
640	144980	420465
641	145207	420242
642	145434	420017
643	145655	419778
644	145890	419576
645	146118	419355
646	146335	419103
647	146597	418978
648	146825	418759
649	147053	418537
650	147270	418284
651	147495	418054
652	147709	417792
653	147932	417559
654	148156	417326
655	148384	417106
656	148609	416874
657	148832	416641
658	149068	416442
659	149295	416216
660	149517	415979
661	149743	415752
662	149960	415501
663	150179	415254
664	150403	415024
665	150633	414807
666	150852	414560
667	151104	414407
668	151332	414185
669	151549	413932
670	151777	413711
671	151999	413475
672	152219	413233
673	152446	413007
674	152667	412766
675	152890	412533
676	153116	412305
677	153350	412101
678	153577	411876
679	153808	411662
680	154028	411421
681	154248	411178
682	154464	410924
683	154696	410714
684	154916	410472
685	155138	410233
686	155379	410047
687	155735	410163
688	156094	410286
689	156338	410104
690	156565	409881
691	156790	409650
692	157017	409424
693	157245	409200
694	157470	408970
695	157688	408722
696	157915	408495
697	158144	408274
698	158365	408034
699	158583	407785
700	158811	407562
701	159055	407381
702	159276	407140
703	159501	406909
704	159720	406663
705	159947	406437
706	160173	406210
707	160396	405976
708	160624	405753
709	160878	405594
710	161102	405362
711	161330	405138
712	161550	404894
713	161772	404657
714	161990	404409
715	162217	404184
716	162437	403940
717	162676	403745
718	162898	403507
719	163126	403285
720	163354	403062
721	163577	402825
722	163801	402594
723	164028	402369
724	164246	402121
725	164470	401888
726	164697	401663
727	164920	401428
728	165139	401181
729	165360	400941
730	165588	400719
731	165815	400494
732	166040	400264
733	166270	400045
734	166496	399819
735	166721	399588
736	166945	399355
737	167163	399108
738	167384	398868
739	167601	398618
740	167822	398379
741	168042	398138
742	168268	397909
743	168493	397681
744	168732	397483
745	168972	397290
746	169198	397062
747	169418	396820
748	169641	396585
749	169870	396365
750	170088	396118
751	170305	395870
752	170524	395625
753	170777	395460
754	170997	395220
755	171223	394991
756	171442	394746
757	171665	394513
758	171893	394289
759	172113	394049
760	172338	393819
761	172564	393591
762	172787	393357
763	173018	393142
764	173239	392901
765	173461	392666
766	173683	392428
767	173911	392206
768	174134	391971
769	174351	391724
770	174570	391481
771	174795	391252
772	175016	391012
773	175239	390780
774	175469	390561
775	175698	390340
776	175925	390114
777	176149	389883
778	176375	389656
779	176597	389419
780	176824	389194
781	177048	388964
782	177277	388742
783	177506	388521
784	177734	388298
785	177956	388063
786	178172	387814
787	178405	387602
788	178646	387407
789	178866	387167
790	179090	386934
791	179311	386697
792	179538	386471
793	179763	386242
794	179989	386014
795	180206	385769
796	180461	385602
797	180682	385364
798	180909	385140
799	181135	384912
800	181356	384674
801	181587	384458
802	181809	384221
803	182030	383984
804	182247	383739
805	182471	383506
806	182690	383264
807	182912	383029
808	183139	382804
809	183365	382578
810	183590	382348
811	183818	382124
812	184046	381902
813	184274	381678
814	184502	381456
815	184724	381220
816	184949	380990
817	185174	380762
818	185396	380526
819	185623	380302
820	185841	380058
821	186060	379816
822	186287	379591
823	186515	379369
824	186735	379129
825	186953	378886
826	187173	378646
827	187398	378417
828	187619	378181
829	187838	377940
830	188062	377708
831	188284	377474
832	188522	377271
833	188750	377048
834	188973	376815
835	189199	376588
836	189421	376353
837	189648	376128
838	189875	375903
839	190100	375674
840	190357	375508
841	190585	375285
842	190813	375063
843	191040	374838
844	191268	374614
845	191493	374386
846	191710	374140
847	191930	373902
848	192154	373670
849	192383	373450
850	192603	373211
851	192831	372988
852	193046	372741
853	193277	372523
854	193502	372294
855	193726	372064
856	193947	371826
857	194168	371589
858	194390	371356
859	194608	371113
860	194833	370885
861	195062	370663
862	195282	370426
863	195502	370187
864	195725	369955
865	195949	369724
866	196170	369487
867	196400	369270
868	196622	369034
869	196839	368791
870	197065	368564
871	197290	368335
872	197518	368113
873	197745	367887
874	197970	367658
875	198209	367456
876	198428	367216
877	198651	366984
878	198877	366758
879	199102	366529
880	199323	366294
881	199546	366061
882	199767	365826
883	199992	365596
884	200250	365428
885	200474	365199
886	200702	364975
887	200922	364738
888	201151	364516
889	201373	364281
890	201592	364042
891	201811	363803
892	202038	363578
893	202261	363346
894	202496	363136
895	202726	362916
896	202947	362680
897	203171	362450
898	203396	362221
899	203614	361981
900	203839	361752
901	204071	361537
902	204296	361308
903	204514	361067
904	204748	360855
905	204975	360630
906	205198	360398
907	205424	360171
908	205643	359932
909	205867	359702
910	206085	359461
911	206314	359241
912	206538	359010
913	206760	358776
914	206981	358542
915	207202	358306
916	207424	358073
917	207652	357849
918	207880	357626
919	208114	357414
920	208348	357200
921	208568	356964
922	208797	356742
923	209018	356507
924	209234	356264
925	209460	356037
926	209695	355826
927	209942	355636
928	210170	355411
929	210393	355181
930	210612	354941
931	210841	354720
932	211059	354480
933	211285	354254
934	211512	354028
935	211735	353796
936	211963	353573
937	212185	353340
938	212411	353115
939	212628	352873
940	212853	352643
941	213079	352417
942	213303	352188
943	213529	351961
944	213748	351723
945	213974	351497
946	214191	351256
947	214426	351044
948	214645	350805
949	214864	350568
950	215091	350343
951	215317	350116
952	215540	349885
953	215759	349648
954	215981	349414
955	216252	349261
956	216603	349236
957	216935	349179
958	217162	348954
959	217391	348732
960	217611	348495
961	217844	348279
962	218080	348068
963	218308	347844
964	218531	347612
965	218750	347373
966	218977	347148
967	219193	346905
968	219418	346676
969	219639	346441
970	219890	346253
971	220118	346030
972	220346	345805
973	220565	345567
974	220791	345339
975	221015	345110
976	221237	344877
977	221461	344646
978	221682	344411
979	221911	344188
980	222132	343953
981	222361	343731
982	222584	343500
983	222809	343271
984	223038	343049
985	223259	342813
986	223485	342587
987	223709	342357
988	223934	342127
989	224158	341898
990	224382	341668
991	224613	341448
992	224842	341226
993	225057	340982
994	225284	340756
995	225510	340530
996	225737	340304
997	225956	340066
998	226179	339835
999	226407	339610
1000	226635	339387
1001	226869	339171
1002	227095	338944
1003	227327	338727
1004	227554	338501
1005	227799	338303
1006	228039	338095
1007	228260	337862
1008	228490	337639
1009	228717	337415
1010	228947	337193
1011	229174	336967
1012	229393	336730
1013	229642	336536
1014	229864	336303
1015	230089	336076
1016	230308	335838
1017	230534	335611
1018	230759	335382
1019	230988	335159
1020	231209	334925
1021	231437	334700
1022	231663	334474
1023	231885	334241
1024	232108	334009
1025	232338	333787
1026	232561	333557
1027	232786	333328
1028	233012	333101
1029	233240	332877
1030	233463	332645
1031	233689	332418
1032	233918	332195
1033	234144	331969
1034	234373	331746
1035	234603	331524
1036	234829	331298
1037	235049	331061
1038	235280	330841
1039	235499	330605
1040	235715	330363
1041	235940	330135
1042	236170	329913
1043	236395	329685
1044	236619	329455
1045	236839	329220
1046	237059	328985
1047	237291	328767
1048	237553	328589
1049	237931	328571
1050	238324	328574
1051	238559	328359
1052	239042	328484
1053	239375	328402
1054	239637	328224
1055	239877	328014
1056	240111	327795
1057	240345	327579
1058	240642	327446
1059	240941	327316
1060	241202	327134
1061	241456	326943
1062	241751	326808
1063	242045	326670
1064	242315	326500
1065	242837	326668
1066	243106	326496
1067	243442	326413
1068	243732	326269
1069	244000	326094
1070	244266	325917
1071	244512	325711
1072	244765	325517
1073	245012	325315
1074	245256	325107
1075	245484	324879
1076	245714	324654
1077	245945	324429
1078	246174	324201
1079	246396	323966
1080	246621	323734
1081	246860	323520
1082	247101	323308
1083	247349	323105
1084	247574	322874
1085	247809	322654
1086	248042	322432
1087	248267	322200
1088	248491	321966
1089	248713	321729
1090	248953	321517
1091	249182	321290
1092	249445	321107
1093	249723	320942
1094	249956	320720
1095	250192	320502
1096	250416	320268
1097	250645	320040
1098	250891	319835
1099	251120	319607
1100	251349	319380
1101	251581	319156
1102	251851	318981
1103	252087	318763
1104	252314	318532
1105	252544	318306
1106	252773	318078
1107	253027	317882
1108	253307	317719
1109	253585	317553
1110	253852	317372
1111	254133	317209
1112	254432	317069
1113	254852	317078
1114	255298	317119
1115	255664	317060
1116	255952	316904
1117	256250	316760
1118	256646	316737
1119	257010	316674
1120	257360	316591
1121	257728	316533
1122	257961	316307
1123	258193	316080
1124	258426	315854
1125	258651	315618
1126	258882	315391
1127	259171	315234
1128	259450	315062
1129	259683	314837
1130	259918	314614
1131	260165	314404
1132	260400	314180
1133	260638	313961
1134	260890	313757
1135	261137	313549
1136	261392	313348
1137	261656	313159
1138	261914	312963
1139	262177	312773
1140	262446	312589
1141	262693	312379
1142	262926	312153
1143	263257	312043
1144	263564	311904
1145	263848	311736
1146	264089	311519
1147	264334	311306
1148	264596	311114
1149	264906	310977
1150	265166	310781
1151	265413	310570
1152	265647	310344
1153	265870	310105
1154	266343	310157
1155	266601	309959
1156	266899	309805
1157	267231	309692
1158	267496	309502
1159	267748	309295
1160	268150	309262
1161	268388	309039
1162	268728	308933
1163	269018	308770
1164	269276	308569
1165	269537	308372
1166	269765	308138
1167	270113	308040
1168	270839	308372
1169	271417	308534
1170	271666	308321
1171	271898	308089
1172	272139	307867
1173	272434	307706
1174	272767	307588
1175	273896	308366
1176	274183	308194
1177	274437	307985
1178	274720	307807
1179	274974	307598
1180	275455	307643
1181	275746	307473
1182	276027	307293
1183	276281	307083
1184	276562	306903
1185	276922	306809
1186	277367	306810
1187	277742	306732
1188	278229	306778
1189	278475	306557
1190	278736	306352
1191	278984	306134
1192	279224	305906
1193	279447	305660
1194	279670	305414
1195	279900	305175
1196	280135	304943
1197	280363	304702
1198	280605	304476
1199	280836	304239
1200	281067	304002
1201	281303	303770
1202	281531	303529
1203	281752	303282
1204	281975	303036
1205	282203	302795
1206	282432	302556
1207	282660	302316
1208	282884	302070
1209	283105	301823
1210	283329	301578
1211	283562	301343
1212	283790	301103
1213	284018	300863
1214	284240	300616
1215	284469	300376
1216	284691	300130
1217	284912	299883
1218	285141	299643
1219	285368	299403
1220	285590	299156
1221	285817	298915
1222	286045	298675
1223	286273	298435
1224	286512	298207
1225	286770	297998
1226	287013	297773
1227	287238	297530
1228	287462	297286
1229	287686	297041
1230	287918	296806
1231	288144	296564
1232	288373	296324
1233	288621	296105
1234	288849	295865
1235	289073	295622
1236	289304	295384
1237	289537	295150
1238	289758	294903
1239	289987	294665
1240	290215	294424
1241	290441	294182
1242	290667	293941
1243	290896	293702
1244	291126	293464
1245	291357	293227
1246	291584	292987
1247	291816	292751
1248	292046	292513
1249	292274	292274
1250	292499	292031
1251	292729	291794
1252	292958	291555
1253	293181	291310
1254	293410	291072
1255	293640	290835
1256	293869	290596
1257	294093	290353
1258	294323	290115
1259	294553	289878
1260	294782	289639
1261	295012	289402
1262	295244	289166
1263	295477	288932
1264	295700	288687
1265	295933	288453
1266	296159	288212
1267	296391	287976
1268	296638	287755
1269	296867	287517
1270	297100	287282
1271	297330	287045
1272	297559	286807
1273	297791	286571
1274	298023	286336
1275	298250	286096
1276	298510	285887
1277	298736	285646
1278	298967	285410
1279	299195	285171
1280	299426	284934
1281	299657	284698
1282	299879	284453
1283	300111	284217
1284	300332	283971
1285	300558	283730
1286	300783	283489
1287	301009	283248
1288	301237	283009
1289	301466	282771
1290	301702	282539
1291	301935	282304
1292	302178	282080
1293	302435	281867
1294	302699	281662
1295	302936	281431
