iter	Passed	Remaining
358	89288	532494
359	89504	532052
360	89731	531680
361	89942	531207
362	90335	531809
363	90544	531327
364	90745	530797
365	90951	530301
366	91147	529746
367	91339	529172
368	91534	528617
369	91729	528061
370	91925	527518
371	92119	526961
372	92312	526401
373	92503	525836
374	92700	525303
375	92894	524753
376	93087	524205
377	93284	523676
378	93474	523113
379	93664	522548
380	93966	522612
381	94267	522667
382	94467	522163
383	94723	521968
384	94922	521458
385	95146	521084
386	95357	520649
387	95563	520182
388	95751	519615
389	95948	519106
390	96141	518572
391	96333	518040
392	96525	517505
393	96718	516977
394	96959	516707
395	97152	516185
396	97346	515665
397	97536	515128
398	97739	514664
399	97930	514136
400	98123	513616
401	98322	513135
402	98523	512665
403	98714	512142
404	98912	511656
405	99104	511145
406	99299	510647
407	99490	510134
408	99681	509620
409	99874	509115
410	100080	508680
411	100275	508193
412	100470	507704
413	100662	507200
414	100856	506710
415	101051	506228
416	101243	505732
417	101437	505247
418	101630	504755
419	101824	504274
420	102021	503807
421	102225	503373
422	102412	502863
423	102606	502385
424	102799	501902
425	102993	501426
426	103181	500924
427	103374	500449
428	103567	499974
429	103759	499493
430	103951	499017
431	104148	498560
432	104337	498074
433	104528	497592
434	104719	497114
435	104910	496639
436	105107	496193
437	105309	495770
438	105502	495309
439	105690	494823
440	105886	494374
441	106087	493955
442	106290	493543
443	106487	493103
444	106679	492643
445	106908	492354
446	107096	491875
447	107284	491402
448	107479	490960
449	107672	490507
450	107865	490059
451	108059	489614
452	108254	489175
453	108446	488725
454	108632	488250
455	108825	487806
456	109016	487351
457	109209	486911
458	109400	486462
459	109586	485992
460	109776	485539
461	109969	485104
462	110162	484668
463	110355	484231
464	110547	483793
465	110739	483357
466	110935	482938
467	111126	482498
468	111320	482072
469	111510	481629
470	111700	481190
471	111895	480770
472	112092	480363
473	112287	479945
474	112481	479525
475	112677	479117
476	112866	478678
477	113055	478238
478	113249	477821
479	113443	477406
480	113634	476979
481	113826	476561
482	114012	476114
483	114207	475707
484	114399	475290
485	114590	474864
486	114776	474426
487	114970	474015
488	115157	473583
489	115348	473164
490	115539	472746
491	115734	472347
492	115930	471951
493	116127	471563
494	116313	471129
495	116627	471213
496	116953	471343
497	117158	470987
498	117376	470681
499	117582	470330
500	117776	469930
501	117969	469529
502	118168	469149
503	118354	468721
504	118550	468333
505	118743	467932
506	118933	467522
507	119130	467143
508	119323	466742
509	119516	466347
510	119709	465953
511	119901	465556
512	120098	465176
513	120289	464774
514	120484	464390
515	120687	464039
516	120880	463646
517	121065	463228
518	121254	462821
519	121450	462445
520	121666	462146
521	121854	461739
522	122042	461335
523	122233	460943
524	122428	460562
525	122622	460184
526	122814	459795
527	123006	459408
528	123202	459041
529	123392	458647
530	123583	458258
531	123771	457860
532	123959	457463
533	124152	457087
534	124343	456702
535	124534	456315
536	124729	455947
537	124921	455570
538	125115	455197
539	125303	454805
540	125509	454478
541	125705	454115
542	125906	453773
543	126105	453423
544	126301	453064
545	126500	452714
546	126686	452321
547	126909	452058
548	127108	451708
549	127302	451343
550	127496	450979
551	127686	450605
552	127875	450222
553	128067	449853
554	128262	449497
555	128464	449164
556	128656	448795
557	128851	448439
558	129041	448068
559	129232	447696
560	129427	447344
561	129622	446990
562	129814	446625
563	130006	446265
564	130199	445904
565	130393	445549
566	130580	445171
567	130766	444788
568	130961	444439
569	131149	444066
570	131341	443707
571	131537	443362
572	131723	442987
573	132040	443048
574	132336	443038
575	132617	442978
576	132810	442624
577	133001	442263
578	133197	441919
579	133387	441560
580	133579	441204
581	133772	440850
582	133967	440507
583	134154	440136
584	134350	439798
585	134540	439438
586	134730	439080
587	134933	438761
588	135125	438411
589	135317	438062
590	135509	437711
591	135703	437369
592	135896	437023
593	136087	436671
594	136279	436323
595	136478	435997
596	136668	435643
597	136864	435310
598	137100	435106
599	137293	434762
600	137501	434469
601	137690	434114
602	137888	433789
603	138078	433436
604	138274	433108
605	138466	432764
606	138662	432433
607	138854	432094
608	139043	431742
609	139240	431417
610	139435	431086
611	139628	430749
612	139825	430424
613	140015	430078
614	140211	429752
615	140407	429426
616	140602	429098
617	140795	428766
618	140985	428422
619	141179	428093
620	141374	427766
621	141563	427422
622	141751	427074
623	141945	426746
624	142140	426420
625	142337	426102
626	142525	425758
627	142715	425420
628	142907	425088
629	143183	425006
630	143438	424858
631	143656	424603
632	143995	424706
633	144270	424618
634	144468	424305
635	144671	424007
636	144865	423681
637	145061	423361
638	145252	423029
639	145451	422718
640	145651	422411
641	145842	422080
642	146038	421763
643	146232	421440
644	146569	421529
645	146861	421489
646	147158	421461
647	147370	421189
648	147587	420931
649	147793	420644
650	148008	420379
651	148208	420074
652	148398	419742
653	148609	419469
654	148823	419204
655	149026	418909
656	149224	418602
657	149446	418357
658	149662	418102
659	150062	418354
660	150269	418072
661	150460	417744
662	150660	417440
663	150852	417117
664	151044	416790
665	151231	416454
666	151418	416116
667	151625	415834
668	151812	415499
669	152007	415184
670	152201	414867
671	152392	414544
672	152586	414228
673	152796	413956
674	152993	413649
675	153215	413410
676	153425	413137
677	153615	412812
678	153816	412517
679	154010	412203
680	154201	411884
681	154388	411552
682	154584	411243
683	154773	410919
684	154964	410600
685	155160	410292
686	155351	409974
687	155542	409656
688	155737	409346
689	155932	409041
690	156123	408723
691	156318	408416
692	156511	408104
693	156707	407800
694	156900	407489
695	157135	407287
696	157326	406971
697	157514	406648
698	157719	406370
699	157917	406074
700	158132	405820
701	158337	405543
702	158550	405285
703	158761	405021
704	158976	404769
705	159185	404501
706	159391	404226
707	159585	403922
708	159778	403615
709	159969	403302
710	160155	402978
711	160371	402729
712	160577	402457
713	160782	402180
714	160987	401905
715	161182	401605
716	161375	401301
717	161568	400996
718	161756	400679
719	161947	400370
720	162139	400065
721	162329	399752
722	162524	399455
723	162717	399153
724	162911	398851
725	163104	398550
726	163313	398286
727	163518	398014
728	163730	397759
729	163972	397576
730	164181	397315
731	164394	397061
732	164602	396797
733	164800	396508
734	165025	396285
735	165236	396027
736	165456	395793
737	165664	395530
738	165867	395255
739	166064	394964
740	166255	394661
741	166450	394367
742	166644	394069
743	166838	393774
744	167073	393574
745	167260	393263
746	167451	392960
747	167641	392658
748	167827	392343
749	168018	392042
750	168204	391730
751	168396	391433
752	168594	391147
753	168790	390859
754	168978	390552
755	169171	390257
756	169366	389967
757	169557	389668
758	169756	389388
759	169951	389099
760	170138	388792
761	170331	388498
762	170518	388192
763	170711	387899
764	170897	387591
765	171087	387291
766	171282	387005
767	171471	386704
768	171666	386416
769	171851	386108
770	172044	385817
771	172234	385519
772	172429	385233
773	172621	384942
774	172808	384638
775	173003	384353
776	173194	384058
777	173385	383765
778	173578	383476
779	173766	383177
780	173960	382892
781	174155	382607
782	174343	382308
783	174543	382035
784	174736	381748
785	174933	381471
786	175131	381194
787	175322	380903
788	175515	380618
789	175704	380322
790	175895	380032
791	176084	379738
792	176277	379452
793	176465	379156
794	176653	378860
795	176844	378571
796	177088	378395
797	177281	378110
798	177474	377826
799	177662	377533
800	177853	377244
801	178049	376967
802	178249	376698
803	178443	376417
804	178637	376137
805	178830	375855
806	179022	375570
807	179214	375286
808	179404	374997
809	179594	374710
810	179790	374434
811	179977	374141
812	180167	373853
813	180360	373572
814	180555	373295
815	180745	373009
816	180932	372716
817	181124	372434
818	181320	372160
819	181545	371947
820	181748	371687
821	181951	371429
822	182160	371183
823	182374	370945
824	182579	370692
825	182818	370506
826	183024	370254
827	183253	370048
828	183598	370076
829	183862	369941
830	184098	369748
831	184340	369567
832	184581	369384
833	184958	369474
834	185187	369266
835	185391	369009
836	185609	368780
837	185864	368623
838	186206	368639
839	186406	368374
840	186612	368121
841	186804	367839
842	187049	367665
843	187238	367378
844	187431	367099
845	187627	366827
846	187853	366614
847	188056	366355
848	188266	366110
849	188473	365861
850	188679	365607
851	188877	365340
852	189090	365102
853	189286	364830
854	189492	364578
855	189692	364316
856	189905	364078
857	190103	363811
858	190304	363549
859	190520	363317
860	190720	363055
861	190932	362816
862	191136	362562
863	191334	362295
864	191543	362050
865	191733	361769
866	191922	361487
867	192111	361205
868	192298	360919
869	192490	360642
870	192684	360370
871	192876	360095
872	193066	359814
873	193259	359541
874	193445	359256
875	193659	359021
876	193973	358972
877	194264	358880
878	194549	358776
879	194757	358530
880	194953	358262
881	195142	357982
882	195329	357698
883	195525	357431
884	195717	357156
885	195900	356866
886	196091	356590
887	196279	356308
888	196470	356034
889	196660	355756
890	196850	355479
891	197086	355286
892	197279	355015
893	197467	354734
894	197660	354463
895	197854	354195
896	198051	353931
897	198242	353658
898	198433	353383
899	198625	353112
900	198812	352831
901	199004	352560
902	199216	352323
903	199410	352056
904	199600	351781
905	199791	351510
906	199984	351240
907	200173	350964
908	200366	350696
909	200557	350424
910	200746	350150
911	200946	349893
912	201132	349614
913	201317	349332
914	201512	349067
915	201705	348801
916	201893	348525
917	202083	348252
918	202274	347983
919	202459	347702
920	202661	347451
921	202849	347176
922	203040	346906
923	203233	346641
924	203420	346364
925	203614	346101
926	203809	345837
927	203997	345565
928	204192	345303
929	204385	345037
930	204595	344801
931	204791	344541
932	205003	344309
933	205221	344086
934	205414	343821
935	205605	343554
936	205796	343287
937	205995	343033
938	206208	342802
939	206443	342608
940	206794	342606
941	207055	342454
942	207385	342416
943	207663	342293
944	207850	342017
945	208066	341792
946	208449	341839
947	208682	341640
948	208886	341394
949	209083	341135
950	209286	340888
951	209490	340641
952	209684	340380
953	209877	340116
954	210069	339851
955	210266	339593
956	210459	339329
957	210649	339062
958	210844	338801
959	211037	338539
960	211225	338269
961	211425	338016
962	211609	337739
963	211797	337470
964	211982	337195
965	212171	336926
966	212366	336668
967	212561	336408
968	212749	336139
969	212942	335877
970	213132	335611
971	213328	335355
972	213520	335093
973	213711	334829
974	213896	334555
975	214088	334293
976	214283	334037
977	214478	333780
978	214669	333515
979	214855	333245
980	215047	332984
981	215239	332721
982	215429	332458
983	215624	332201
984	215818	331943
985	216012	331686
986	216200	331419
987	216390	331156
988	216585	330901
989	216776	330639
990	216968	330379
991	217208	330192
992	217399	329931
993	217586	329662
994	217792	329424
995	217982	329162
996	218174	328902
997	218368	328646
998	218560	328387
999	218760	328140
1000	218954	327884
1001	219151	327633
1002	219359	327399
1003	219554	327145
1004	219746	326886
1005	219940	326630
1006	220130	326370
1007	220320	326108
1008	220508	325845
1009	220699	325585
1010	220892	325330
1011	221087	325077
1012	221281	324823
1013	221473	324566
1014	221663	324306
1015	221855	324049
1016	222052	323799
1017	222245	323544
1018	222436	323285
1019	222631	323033
1020	222818	322770
1021	223013	322518
1022	223200	322255
1023	223391	321997
1024	223584	321743
1025	223776	321488
1026	223969	321234
1027	224163	320980
1028	224355	320725
1029	224542	320463
1030	224731	320204
1031	224922	319947
1032	225115	319693
1033	225304	319435
1034	225500	319186
1035	225694	318935
1036	225894	318692
1037	226195	318591
1038	226541	318553
1039	226946	318598
1040	227173	318392
1041	227369	318142
1042	227577	317910
1043	227771	317658
1044	228040	317510
1045	228256	317289
1046	228466	317059
1047	228682	316839
1048	228876	316586
1049	229124	316410
1050	229321	316162
1051	229523	315922
1052	229714	315667
1053	229956	315481
1054	230171	315258
1055	230400	315054
1056	230594	314803
1057	230782	314544
1058	230975	314291
1059	231164	314035
1060	231355	313780
1061	231566	313552
1062	231756	313296
1063	231977	313082
1064	232256	312945
1065	232447	312691
1066	232688	312504
1067	233070	312506
1068	233329	312342
1069	233554	312132
1070	233764	311903
1071	233983	311686
1072	234186	311448
1073	234381	311199
1074	234574	310946
1075	234765	310693
1076	235003	310500
1077	235199	310253
1078	235396	310008
1079	235676	309871
1080	236059	309868
1081	236258	309625
1082	236505	309444
1083	236784	309304
1084	237026	309117
1085	237262	308922
1086	237587	308842
1087	237792	308605
1088	238070	308464
1089	238296	308254
1090	238516	308038
1091	238730	307813
1092	238954	307602
1093	239206	307426
1094	239508	307315
1095	239703	307065
1096	239920	306845
1097	240302	306833
1098	240544	306644
1099	240766	306430
1100	241022	306258
1101	241422	306268
1102	241637	306045
1103	241840	305805
1104	242039	305560
1105	242242	305321
1106	242470	305114
1107	242676	304879
1108	242873	304631
1109	243072	304387
1110	243265	304136
1111	243475	303906
1112	243690	303682
1113	243973	303542
1114	244349	303519
1115	244633	303381
1116	244961	303296
1117	245195	303094
1118	245412	302872
1119	245683	302716
1120	246006	302625
1121	246742	303039
1122	246971	302831
1123	247214	302640
1124	247418	302400
1125	247616	302153
1126	247810	301902
1127	248010	301657
1128	248219	301424
1129	248418	301179
1130	248635	300956
1131	248846	300726
1132	249036	300470
1133	249257	300252
1134	249446	299995
1135	249634	299737
1136	249826	299484
1137	250023	299237
1138	250216	298985
1139	250409	298733
1140	250608	298489
1141	250798	298234
1142	250992	297985
1143	251188	297737
1144	251378	297483
1145	251566	297226
1146	251759	296975
1147	251944	296715
1148	252135	296462
1149	252328	296211
1150	252523	295963
1151	252716	295713
1152	252909	295463
1153	253102	295213
1154	253294	294961
1155	253485	294710
1156	253689	294473
1157	253885	294226
1158	254071	293969
1159	254263	293718
1160	254453	293465
1161	254657	293228
1162	254847	292976
1163	255035	292721
1164	255231	292475
1165	255429	292232
1166	255618	291979
1167	255845	291769
1168	256143	291639
1169	256483	291558
1170	256746	291389
1171	256930	291129
1172	257147	290908
1173	257334	290651
1174	257526	290402
1175	257717	290150
1176	257903	289894
1177	258092	289642
1178	258283	289391
1179	258468	289134
1180	258661	288886
1181	258858	288642
1182	259045	288388
1183	259231	288131
1184	259424	287884
1185	259616	287635
1186	259809	287388
1187	260020	287160
1188	260216	286917
1189	260406	286665
1190	260595	286414
1191	260782	286160
1192	260977	285916
1193	261161	285658
1194	261348	285405
1195	261537	285154
1196	261728	284905
1197	261914	284652
1198	262104	284402
1199	262289	284146
1200	262478	283896
1201	262670	283649
1202	262899	283441
1203	263108	283212
1204	263309	282975
1205	263504	282731
1206	263697	282486
1207	263892	282242
1208	264080	281991
1209	264376	281856
1210	264724	281775
1211	264954	281568
1212	265190	281369
1213	265411	281152
1214	265628	280932
1215	266061	280940
1216	266296	280738
1217	266548	280554
1218	266846	280418
1219	267054	280188
1220	267291	279987
1221	267478	279735
1222	267512	279324
1223	267705	279078
1224	267895	278830
1225	268084	278580
1226	268274	278332
1227	268465	278085
1228	268656	277837
1229	268846	277589
1230	269031	277336
1231	269221	277088
1232	269409	276838
1233	269597	276589
1234	269786	276339
1235	269972	276087
1236	270164	275842
1237	270356	275597
1238	270542	275346
1239	270737	275104
1240	270928	274858
1241	271120	274612
1242	271309	274365
1243	271505	274124
1244	271700	273883
1245	271945	273691
1246	272180	273489
1247	272377	273250
1248	272566	273002
1249	272766	272766
1250	272958	272521
1251	273152	272279
1252	273337	272028
1253	273525	271780
1254	273716	271535
1255	273914	271297
1256	274106	271053
1257	274295	270806
1258	274485	270561
1259	274675	270315
1260	274866	270070
1261	275057	269826
1262	275245	269579
1263	275439	269337
1264	275629	269093
1265	275818	268847
1266	276009	268602
1267	276197	268355
1268	276387	268110
1269	276577	267866
1270	276769	267623
1271	276960	267380
1272	277177	267162
1273	277385	266934
1274	277585	266699
1275	277784	266464
1276	278023	266266
1277	278214	266023
1278	278409	265784
1279	278606	265547
1280	278798	265304
1281	278996	265068
1282	279186	264824
1283	279378	264582
1284	279562	264332
1285	279751	264089
1286	279940	263844
1287	280130	263601
1288	280320	263357
1289	280513	263117
1290	280706	262877
1291	280897	262634
1292	281092	262396
1293	281281	262152
1294	281465	261904
1295	281665	261670
1296	281858	261430
1297	282045	261184
1298	282233	260941
1299	282425	260700
1300	282617	260460
1301	282807	260217
1302	283004	259981
1303	283193	259739
1304	283380	259494
1305	283572	259253
1306	283762	259011
1307	283950	258768
1308	284138	258524
1309	284328	258283
1310	284518	258041
1311	284710	257802
1312	284899	257559
1313	285087	257316
1314	285280	257078
1315	285468	256834
1316	285656	256592
1317	285848	256352
1318	286037	256111
1319	286225	255868
1320	286417	255629
1321	286607	255388
1322	286797	255147
1323	286988	254908
1324	287212	254697
1325	287406	254460
1326	287595	254219
1327	287788	253981
1328	287980	253743
1329	288171	253503
1330	288358	253261
1331	288550	253023
1332	288758	252799
1333	288989	252594
1334	289245	252412
1335	289483	252215
1336	289701	251998
1337	289924	251788
1338	290121	251554
1339	290367	251362
1340	290584	251146
1341	291069	251161
1342	291295	250951
1343	291519	250741
1344	291736	250525
1345	292069	250407
1346	292347	250242
1347	292636	250087
1348	293031	250022
1349	293310	249856
1350	293548	249657
1351	293820	249486
1352	294089	249313
1353	294337	249122
1354	294566	248913
1355	294775	248689
1356	295057	248526
1357	295482	248483
1358	295739	248299
1359	295958	248082
1360	296217	247900
1361	296461	247704
1362	296656	247467
1363	296843	247224
1364	297045	246993
1365	297344	246843
1366	297637	246688
1367	297879	246491
1368	298073	246253
1369	298316	246057
1370	298641	245927
1371	298843	245696
1372	299028	245451
1373	299219	245211
1374	299419	244979
1375	299609	244739
1376	299805	244503
1377	300016	244280
1378	300353	244159
1379	300581	243950
1380	300789	243724
1381	300977	243482
1382	301233	243295
1383	301467	243091
1384	301670	242861
1385	301881	242637
1386	302112	242430
1387	302339	242219
1388	302557	242002
1389	302773	241782
1390	303024	241591
1391	303239	241371
1392	303448	241147
1393	303659	240923
1394	303856	240688
1395	304217	240584
1396	304528	240440
1397	304802	240266
1398	305042	240065
1399	305258	239845
1400	305475	239626
1401	305729	239437
1402	305992	239254
1403	306287	239096
1404	306539	238904
1405	306766	238692
1406	307049	238525
1407	307554	238529
1408	307845	238367
1409	308075	238157
1410	308299	237943
1411	308493	237706
1412	308700	237479
1413	308887	237235
1414	309079	236997
1415	309281	236766
1416	309527	236569
1417	309853	236432
1418	310361	236434
1419	310589	236223
1420	310826	236018
1421	311056	235807
1422	311291	235601
1423	311483	235362
1424	311690	235135
1425	311896	234906
1426	312090	234668
1427	312294	234439
1428	312625	234305
1429	312832	234077
1430	313056	233862
1431	313352	233701
1432	313555	233470
1433	313811	233279
1434	314002	233040
1435	314222	232822
1436	314419	232587
1437	314611	232348
1438	315124	232346
1439	315415	232181
1440	315687	232000
1441	315917	231789
1442	316134	231568
1443	316366	231359
1444	316579	231135
1445	316802	230919
1446	317024	230702
1447	317387	230588
1448	317705	230440
1449	317917	230216
1450	318284	230103
1451	318635	229979
1452	318996	229862
1453	319259	229673
1454	319539	229497
1455	319814	229317
1456	320026	229092
1457	320238	228866
1458	320453	228644
1459	320671	228423
1460	320886	228200
1461	321101	227977
1462	321322	227759
1463	321542	227539
1464	321755	227315
1465	321964	227088
1466	322181	226866
1467	322394	226642
1468	322603	226415
1469	322821	226194
1470	323040	225974
1471	323257	225753
1472	323473	225530
1473	323686	225306
1474	323955	225121
1475	324145	224881
1476	324380	224672
1477	324735	224546
1478	325042	224386
1479	325348	224226
1480	325598	224027
1481	325817	223807
1482	326023	223578
1483	326251	223363
1484	326458	223134
1485	326665	222906
1486	326860	222669
1487	327066	222440
1488	327490	222358
1489	327746	222163
1490	327965	221943
1491	328183	221721
1492	328536	221591
1493	328915	221478
1494	329245	221332
1495	329488	221127
1496	329702	220902
1497	329905	220671
1498	330255	220537
1499	330538	220359
1500	330785	220156
1501	331101	219999
1502	331351	219798
1503	331556	219567
1504	331749	219329
1505	331949	219095
1506	332392	219021
1507	332613	218801
1508	332823	218573
1509	333033	218346
1510	333249	218123
1511	333557	217959
1512	334199	218014
1513	334437	217804
1514	334641	217572
1515	334833	217332
1516	335029	217095
1517	335221	216855
1518	335423	216622
1519	335634	216395
1520	335834	216161
1521	336034	215927
1522	336235	215694
1523	336452	215471
1524	336657	215240
1525	336850	215001
1526	337071	214780
1527	337310	214571
1528	337500	214331
1529	337717	214108
1530	337908	213868
1531	338113	213638
1532	338301	213397
1533	338493	213158
1534	338700	212929
1535	338892	212690
1536	339091	212455
1537	339287	212220
1538	339472	211977
1539	339666	211740
1540	339872	211510
1541	340069	211275
1542	340266	211040
1543	340460	210803
1544	340659	210569
1545	340857	210335
1546	341049	210096
1547	341244	209860
1548	341434	209621
1549	341626	209384
1550	341819	209146
1551	342018	208913
1552	342210	208675
1553	342401	208437
1554	342597	208202
1555	342805	207974
1556	343010	207744
1557	343213	207514
1558	343402	207274
1559	343591	207035
1560	344058	206964
1561	344271	206739
1562	344480	206512
1563	344681	206279
1564	344884	206049
1565	345125	205840
1566	345358	205628
1567	345625	205435
1568	346032	205325
1569	346235	205094
1570	346476	204886
1571	346685	204659
1572	346916	204444
1573	347167	204242
1574	347526	204102
1575	347718	203865
1576	348056	203713
1577	348353	203537
1578	348591	203326
1579	348861	203134
1580	349423	203112
1581	349636	202886
1582	349834	202651
1583	350188	202508
1584	350819	202523
1585	351264	202431
1586	351636	202295
1587	352014	202164
1588	352354	202010
1589	352727	201875
1590	353043	201707
1591	353462	201597
1592	353802	201442
1593	354013	201214
1594	354233	200991
1595	354425	200752
1596	354608	200508
1597	354861	200303
1598	355141	200114
1599	355359	199889
1600	355587	199670
1601	356086	199603
1602	356357	199408
1603	356613	199205
1604	356847	198989
1605	357069	198767
1606	357396	198603
1607	357741	198448
1608	357949	198218
1609	358143	197980
1610	358333	197739
1611	358693	197593
1612	358898	197360
1613	359119	197137
1614	359348	196918
1615	359552	196685
1616	359793	196473
1617	360264	196386
1618	360565	196206
1619	360797	195988
1620	360997	195753
1621	361471	195667
1622	361737	195467
1623	361952	195240
1624	362176	195018
1625	362420	194806
1626	362613	194567
1627	363014	194440
1628	363292	194246
1629	363517	194024
1630	363770	193817
1631	364139	193672
1632	364531	193538
1633	364735	193305
1634	364932	193068
1635	365400	192974
1636	365619	192748
1637	365840	192523
1638	366045	192290
1639	366246	192056
1640	366529	191864
1641	366790	191660
1642	367288	191579
1643	367563	191383
1644	367779	191156
1645	367973	190917
1646	368173	190681
1647	368721	190625
1648	369005	190432
1649	369239	190214
1650	369490	190004
1651	369678	189762
1652	369962	189569
1653	370422	189466
1654	370686	189262
1655	370889	189028
1656	371104	188799
1657	371529	188678
1658	371827	188491
1659	372028	188255
1660	372220	188015
1661	372637	187888
1662	372895	187681
1663	373094	187444
